,,,,,,,
,,,,,,,
Rok zdarzenia:<Wszystkie>,2011r.,,,,,,
,,,,,,,
,,,Liczba Zdarzen,Liczba Wypadkow,Liczba Zabitych,Liczba Rannych,Liczba Kolizji
,,2011/11/22,64,2,0,2,62
,,2011/11/23,51,1,0,2,50
,,2011/11/24,67,1,0,1,66
,,2011/11/25,96,5,1,4,91
,,2011/11/26,53,4,0,6,49
,,2011/11/27,41,2,4,6,39
,,2011/11/28,81,9,1,11,72
,,2011/11/29,79,6,0,9,73
,,2011/11/30,93,6,0,6,87
,,2011/12/01,130,6,0,6,124
,,2011/12/02,83,6,0,8,77
,,2011/12/03,64,9,2,9,55
,,2011/12/04,50,3,0,6,47
,,2011/12/05,94,6,0,6,88
,,2011/12/06,80,5,1,5,75
,,2011/12/07,96,5,2,4,91
,,2011/12/08,83,2,0,2,81
,,2011/12/09,87,3,1,2,84
,,2011/12/10,65,1,1,0,64
,,2011/12/11,56,4,0,4,52
,,2011/12/12,73,3,1,2,70
,,2011/12/13,131,8,0,10,123
,,2011/12/14,79,6,1,10,73
,,2011/12/15,78,5,0,5,73
,,2011/12/16,116,8,0,8,108
,,2011/12/17,64,7,0,8,57
,,2011/12/18,45,4,3,2,41
,,2011/12/19,90,2,0,2,88
,,2011/12/20,86,11,1,10,75
,,2011/12/21,99,2,1,1,97
,,2011/12/22,75,5,0,7,70
,,2011/12/23,89,6,2,4,83
,,2011/12/24,57,1,0,2,56
,,2011/12/25,38,1,0,1,37
,,2011/12/26,35,4,1,5,31
,,2011/12/27,67,5,1,5,62
,,2011/12/28,74,6,1,5,68
,,2011/12/29,51,2,0,2,49
,,2011/12/30,83,9,0,12,74
,,2011/12/31,48,0,0,0,48
,WOJ. LUBELSKIE,,20253,1797,252,2250,18456
,,2011/01/01,31,5,0,6,26
,,2011/01/02,25,2,0,5,23
,,2011/01/03,65,5,0,6,60
,,2011/01/04,61,4,5,5,57
,,2011/01/05,77,3,0,3,74
,,2011/01/06,25,0,0,0,25
,,2011/01/07,77,1,0,4,76
,,2011/01/08,35,1,0,1,34
,,2011/01/09,23,1,1,0,22
,,2011/01/10,70,4,1,7,66
,,2011/01/11,54,3,2,5,51
,,2011/01/12,47,0,0,0,47
,,2011/01/13,57,4,1,7,53
,,2011/01/14,69,0,0,0,69
,,2011/01/15,46,2,3,1,44
,,2011/01/16,29,3,2,2,26
,,2011/01/17,43,3,1,6,40
,,2011/01/18,69,2,0,3,67
,,2011/01/19,44,1,0,2,43
,,2011/01/20,62,4,0,5,58
,,2011/01/21,56,3,0,4,53
,,2011/01/22,40,2,1,1,38
,,2011/01/23,63,1,0,1,62
,,2011/01/24,60,0,0,0,60
,,2011/01/25,42,1,0,1,41
,,2011/01/26,45,3,0,5,42
,,2011/01/27,49,5,0,7,44
,,2011/01/28,61,5,0,9,56
,,2011/01/29,41,4,1,6,37
,,2011/01/30,39,2,0,4,37
,,2011/01/31,42,3,0,3,39
,,2011/02/01,29,1,0,1,28
,,2011/02/02,72,4,0,5,68
,,2011/02/03,64,4,1,6,60
,,2011/02/04,56,3,0,3,53
,,2011/02/05,48,7,3,5,41
,,2011/02/06,20,4,1,4,16
,,2011/02/07,52,0,0,0,52
,,2011/02/08,40,3,0,3,37
,,2011/02/09,31,0,0,0,31
,,2011/02/10,44,6,2,6,38
,,2011/02/11,93,12,1,12,81
,,2011/02/12,77,4,1,4,73
,,2011/02/13,29,2,0,9,27
,,2011/02/14,65,6,2,5,59
,,2011/02/15,39,2,1,1,37
,,2011/02/16,39,2,1,1,37
,,2011/02/17,34,6,0,6,28
,,2011/02/18,62,7,0,10,55
,,2011/02/19,50,1,0,1,49
,,2011/02/20,30,0,0,0,30
,,2011/02/21,52,1,0,1,51
,,2011/02/22,44,4,0,7,40
,,2011/02/23,63,2,0,4,61
,,2011/02/24,65,1,0,1,64
,,2011/02/25,68,1,1,4,67
,,2011/02/26,49,2,1,1,47
,,2011/02/27,24,4,0,5,20
,,2011/02/28,51,4,0,5,47
,,2011/03/01,42,4,0,5,38
,,2011/03/02,51,4,0,4,47
,,2011/03/03,54,4,0,5,50
,,2011/03/04,60,7,0,7,53
,,2011/03/05,38,7,0,9,31
,,2011/03/06,46,3,0,3,43
,,2011/03/07,61,3,0,3,58
,,2011/03/08,57,2,1,1,55
,,2011/03/09,38,1,0,1,37
,,2011/03/10,48,4,1,3,44
,,2011/03/11,47,2,0,3,45
,,2011/03/12,41,3,0,7,38
,,2011/03/13,31,6,3,6,25
,,2011/03/14,47,8,0,10,39
,,2011/03/15,60,4,0,4,56
,,2011/03/16,50,2,0,2,48
,,2011/03/17,44,2,0,3,42
,,2011/03/18,73,5,1,4,68
,,2011/03/19,37,4,1,6,33
,,2011/03/20,30,6,1,10,24
,,2011/03/21,38,3,1,3,35
,,2011/03/22,34,2,1,1,32
,,2011/03/23,52,1,0,1,51
,,2011/03/24,36,1,0,2,35
,,2011/03/25,44,3,0,5,41
,,2011/03/26,46,1,0,2,45
,,2011/03/27,28,2,0,2,26
,,2011/03/28,33,3,0,6,30
,,2011/03/29,28,2,0,2,26
,,2011/03/30,62,6,0,7,56
,,2011/03/31,54,2,0,2,52
,,2011/04/01,76,6,2,4,70
,,2011/04/02,40,3,1,2,37
,,2011/04/03,38,7,1,14,31
,,2011/04/04,56,7,1,6,49
,,2011/04/05,46,2,0,3,44
,,2011/04/06,35,2,0,2,33
,,2011/04/07,58,7,0,8,51
,,2011/04/08,54,4,0,5,50
,,2011/04/09,47,0,0,0,47
,,2011/04/10,36,6,4,9,30
,,2011/04/11,58,1,0,1,57
,,2011/04/12,49,1,0,1,48
,,2011/04/13,40,1,0,1,39
,,2011/04/14,74,9,0,12,65
,,2011/04/15,68,7,1,7,61
,,2011/04/16,56,5,1,6,51
,,2011/04/17,33,4,0,7,29
,,2011/04/18,67,5,1,7,62
,,2011/04/19,82,3,1,3,79
,,2011/04/20,76,10,0,14,66
,,2011/04/21,71,9,0,11,62
,,2011/04/22,55,8,2,11,47
,,2011/04/23,46,6,0,10,40
,,2011/04/24,34,5,1,10,29
,,2011/04/25,45,6,0,10,39
,,2011/04/26,63,2,0,2,61
,,2011/04/27,53,3,0,3,50
,,2011/04/28,42,7,0,7,35
,,2011/04/29,54,4,0,5,50
,,2011/04/30,47,6,1,7,41
,,2011/05/01,29,2,1,4,27
,,2011/05/02,52,4,1,3,48
,,2011/05/03,37,7,0,12,30
,,2011/05/04,49,4,1,3,45
,,2011/05/05,48,1,0,2,47
,,2011/05/06,59,5,0,9,54
,,2011/05/07,68,3,0,3,65
,,2011/05/08,41,14,1,20,27
,,2011/05/09,60,7,0,8,53
,,2011/05/10,73,7,1,12,66
,,2011/05/11,80,9,0,9,71
,,2011/05/12,58,4,0,4,54
,,2011/05/13,75,3,1,2,72
,,2011/05/14,58,7,1,10,51
,,2011/05/15,43,8,1,8,35
,,2011/05/16,66,10,0,11,56
,,2011/05/17,55,2,0,2,53
,,2011/05/18,53,8,0,10,45
,,2011/05/19,52,3,0,6,49
,,2011/05/20,62,4,2,2,58
,,2011/05/21,60,3,1,3,57
,,2011/05/22,42,4,1,5,38
,,2011/05/23,53,4,0,5,49
,,2011/05/24,56,7,1,8,49
,,2011/05/25,53,5,1,4,48
,,2011/05/26,68,7,0,7,61
,,2011/05/27,72,6,0,7,66
,,2011/05/28,42,9,1,8,33
,,2011/05/29,52,10,1,18,42
,,2011/05/30,51,8,2,6,43
,,2011/05/31,46,5,0,6,41
,,2011/06/01,56,3,0,3,53
,,2011/06/02,63,4,0,4,59
,,2011/06/03,64,3,0,4,61
,,2011/06/04,78,8,0,13,70
,,2011/06/05,40,6,1,6,34
,,2011/06/06,56,8,1,8,48
,,2011/06/07,51,9,0,12,42
,,2011/06/08,64,5,0,6,59
,,2011/06/09,54,3,0,10,51
,,2011/06/10,66,7,1,7,59
,,2011/06/11,59,1,0,1,58
,,2011/06/12,41,9,0,20,32
,,2011/06/13,60,14,4,15,46
,,2011/06/14,55,6,0,6,49
,,2011/06/15,49,4,0,4,45
,,2011/06/16,60,4,0,5,56
,,2011/06/17,77,1,0,1,76
,,2011/06/18,53,9,2,11,44
,,2011/06/19,40,1,1,0,39
,,2011/06/20,72,3,0,3,69
,,2011/06/21,46,1,0,1,45
,,2011/06/22,70,11,0,13,59
,,2011/06/23,33,7,2,6,26
,,2011/06/24,70,10,1,10,60
,,2011/06/25,54,6,1,7,48
,,2011/06/26,48,7,0,11,41
,,2011/06/27,60,9,0,11,51
,,2011/06/28,84,6,0,9,78
,,2011/06/29,59,8,0,8,51
,,2011/06/30,54,2,2,0,52
,,2011/07/01,78,7,1,6,71
,,2011/07/02,47,2,0,2,45
,,2011/07/03,55,6,1,11,49
,,2011/07/04,65,2,1,1,63
,,2011/07/05,63,0,0,0,63
,,2011/07/06,42,3,0,6,39
,,2011/07/07,47,3,0,3,44
,,2011/07/08,60,4,0,4,56
,,2011/07/09,59,7,1,7,52
,,2011/07/10,47,5,1,4,42
,,2011/07/11,62,4,0,4,58
,,2011/07/12,64,7,1,7,57
,,2011/07/13,58,4,1,3,54
,,2011/07/14,61,7,1,6,54
,,2011/07/15,53,4,1,4,49
,,2011/07/16,46,3,0,3,43
,,2011/07/17,53,7,0,15,46
,,2011/07/18,73,6,1,5,67
,,2011/07/19,53,6,1,7,47
,,2011/07/20,56,6,0,8,50
,,2011/07/21,57,6,1,7,51
,,2011/07/22,51,1,0,1,50
,,2011/07/23,55,3,2,2,52
,,2011/07/24,54,6,0,12,48
,,2011/07/25,53,2,0,3,51
,,2011/07/26,54,2,1,1,52
,,2011/07/27,66,6,1,6,60
,,2011/07/28,46,5,1,7,41
,,2011/07/29,60,8,0,12,52
,,2011/07/30,72,3,0,4,69
,,2011/07/31,50,5,0,30,45
,,2011/08/01,37,3,0,3,34
,,2011/08/02,58,4,2,3,54
,,2011/08/03,64,7,2,5,57
,,2011/08/04,56,4,0,6,52
,,2011/08/05,58,4,0,8,54
,,2011/08/06,55,9,2,10,46
,,2011/08/07,52,5,0,8,47
,,2011/08/08,70,7,1,7,63
,,2011/08/09,78,5,0,10,73
,,2011/08/10,61,5,1,5,56
,,2011/08/11,56,4,0,4,52
,,2011/08/12,55,6,5,5,49
,,2011/08/13,57,3,0,3,54
,,2011/08/14,52,3,0,5,49
,,2011/08/15,35,6,3,10,29
,,2011/08/16,61,6,0,11,55
,,2011/08/17,41,5,0,5,36
,,2011/08/18,55,5,2,7,50
,,2011/08/19,81,5,5,12,76
,,2011/08/20,64,9,1,11,55
,,2011/08/21,49,8,0,12,41
,,2011/08/22,67,8,3,11,59
,,2011/08/23,65,5,1,5,60
,,2011/08/24,65,12,0,15,53
,,2011/08/25,60,6,0,9,54
,,2011/08/26,68,9,1,14,59
,,2011/08/27,47,5,0,6,42
,,2011/08/28,35,9,2,8,26
,,2011/08/29,45,7,0,9,38
,,2011/08/30,47,4,1,4,43
,,2011/08/31,51,6,1,8,45
,,2011/09/01,56,6,1,6,50
,,2011/09/02,71,3,0,3,68
,,2011/09/03,45,10,2,15,35
,,2011/09/04,56,8,0,13,48
,,2011/09/05,64,6,2,6,58
,,2011/09/06,58,6,0,7,52
,,2011/09/07,62,6,0,6,56
,,2011/09/08,87,9,2,11,78
,,2011/09/09,50,3,2,6,47
,,2011/09/10,54,9,1,13,45
,,2011/09/11,51,6,2,9,45
,,2011/09/12,72,4,2,5,68
,,2011/09/13,70,10,3,17,60
,,2011/09/14,61,8,2,9,53
,,2011/09/15,54,8,0,10,46
,,2011/09/16,75,13,1,16,62
,,2011/09/17,55,7,2,10,48
,,2011/09/18,40,2,1,1,38
,,2011/09/19,47,5,1,5,42
,,2011/09/20,46,6,0,6,40
,,2011/09/21,59,7,1,6,52
,,2011/09/22,44,7,0,10,37
,,2011/09/23,75,8,1,11,67
,,2011/09/24,61,14,0,21,47
,,2011/09/25,47,7,0,8,40
,,2011/09/26,72,10,2,12,62
,,2011/09/27,70,7,0,10,63
,,2011/09/28,49,6,1,6,43
,,2011/09/29,72,5,0,6,67
,,2011/09/30,74,8,2,8,66
,,2011/10/01,56,7,1,8,49
,,2011/10/02,66,8,2,13,58
,,2011/10/03,56,3,2,1,53
,,2011/10/04,52,8,0,10,44
,,2011/10/05,54,5,1,5,49
,,2011/10/06,59,5,1,4,54
,,2011/10/07,111,13,2,17,98
,,2011/10/08,66,4,1,6,62
,,2011/10/09,41,2,0,4,39
,,2011/10/10,59,4,0,5,55
,,2011/10/11,92,3,0,4,89
,,2011/10/12,67,6,1,8,61
,,2011/10/13,76,2,1,1,74
,,2011/10/14,68,7,2,10,61
,,2011/10/15,47,2,0,2,45
,,2011/10/16,40,4,0,8,36
,,2011/10/17,62,1,0,1,61
,,2011/10/18,70,8,2,10,62
,,2011/10/19,53,5,0,5,48
,,2011/10/20,82,6,2,9,76
,,2011/10/21,67,3,1,4,64
,,2011/10/22,66,9,0,14,57
,,2011/10/23,30,1,1,0,29
,,2011/10/24,58,8,0,9,50
,,2011/10/25,68,6,0,6,62
,,2011/10/26,46,7,0,10,39
,,2011/10/27,71,6,1,6,65
,,2011/10/28,65,8,1,8,57
,,2011/10/29,47,4,0,4,43
,,2011/10/30,37,7,2,10,30
,,2011/10/31,56,8,2,7,48
,,2011/11/01,52,5,0,8,47
,,2011/11/02,46,1,0,2,45
,,2011/11/03,75,4,0,5,71
,,2011/11/04,69,4,0,6,65
,,2011/11/05,43,10,1,18,33
,,2011/11/06,34,3,1,2,31
,,2011/11/07,69,6,2,6,63
,,2011/11/08,63,3,0,3,60
,,2011/11/09,53,5,1,4,48
,,2011/11/10,56,9,0,11,47
,,2011/11/11,43,3,0,4,40
,,2011/11/12,43,3,0,4,40
,,2011/11/13,37,2,0,5,35
,,2011/11/14,48,4,1,4,44
,,2011/11/15,68,2,1,1,66
,,2011/11/16,53,3,1,6,50
,,2011/11/17,45,5,1,7,40
,,2011/11/18,79,5,1,4,74
,,2011/11/19,42,2,0,2,40
,,2011/11/20,40,5,2,6,35
,,2011/11/21,45,4,2,2,41
,,2011/11/22,51,8,2,9,43
,,2011/11/23,56,5,0,5,51
,,2011/11/24,80,8,1,8,72
,,2011/11/25,76,7,3,5,69
,,2011/11/26,56,7,3,5,49
,,2011/11/27,33,5,0,9,28
,,2011/11/28,57,4,1,3,53
,,2011/11/29,62,8,0,11,54
,,2011/11/30,52,3,0,3,49
,,2011/12/01,55,4,0,6,51
,,2011/12/02,67,4,1,4,63
,,2011/12/03,77,6,1,15,71
,,2011/12/04,45,2,0,2,43
,,2011/12/05,94,5,2,6,89
,,2011/12/06,64,5,0,7,59
,,2011/12/07,62,4,0,4,58
,,2011/12/08,82,12,1,12,70
,,2011/12/09,102,6,0,7,96
,,2011/12/10,82,11,4,11,71
,,2011/12/11,43,3,1,2,40
,,2011/12/12,50,4,1,4,46
,,2011/12/13,82,5,0,6,77
,,2011/12/14,82,8,1,10,74
,,2011/12/15,65,7,3,9,58
,,2011/12/16,71,7,0,7,64
,,2011/12/17,55,9,1,8,46
,,2011/12/18,40,5,2,3,35
,,2011/12/19,73,9,2,9,64
,,2011/12/20,164,6,0,10,158
,,2011/12/21,95,3,0,3,92
,,2011/12/22,86,1,0,1,85
,,2011/12/23,54,1,1,0,53
,,2011/12/24,39,6,0,10,33
,,2011/12/25,29,1,1,3,28
,,2011/12/26,36,5,1,11,31
,,2011/12/27,48,7,0,13,41
,,2011/12/28,49,4,1,3,45
,,2011/12/29,43,5,1,5,38
,,2011/12/30,55,6,1,5,49
,,2011/12/31,53,7,1,7,46
,WOJ. LUBUSKIE,,11083,823,122,1087,10260
,,2011/01/01,10,0,0,0,10
,,2011/01/02,15,0,0,0,15
,,2011/01/03,39,0,0,0,39
,,2011/01/04,37,0,0,0,37
,,2011/01/05,52,1,0,1,51
,,2011/01/06,23,0,0,0,23
,,2011/01/07,35,1,0,2,34
,,2011/01/08,34,2,0,8,32
,,2011/01/09,53,1,0,1,52
,,2011/01/10,46,0,0,0,46
,,2011/01/11,44,1,0,1,43
,,2011/01/12,38,1,0,1,37
,,2011/01/13,35,2,0,2,33
,,2011/01/14,66,0,0,0,66
,,2011/01/15,54,4,0,4,50
,,2011/01/16,25,2,0,2,23
,,2011/01/17,49,2,0,2,47
,,2011/01/18,25,2,1,2,23
,,2011/01/19,29,2,0,3,27
,,2011/01/20,26,2,1,3,24
,,2011/01/21,44,2,0,2,42
,,2011/01/22,17,1,0,1,16
,,2011/01/23,12,0,0,0,12
,,2011/01/24,32,3,7,2,29
,,2011/01/25,36,3,0,4,33
,,2011/01/26,27,0,0,0,27
,,2011/01/27,45,2,0,5,43
,,2011/01/28,38,1,0,1,37
,,2011/01/29,19,1,1,0,18
,,2011/01/30,15,1,2,0,14
,,2011/01/31,29,0,0,0,29
,,2011/02/01,26,3,0,3,23
,,2011/02/02,42,2,0,4,40
,,2011/02/03,39,3,0,5,36
,,2011/02/04,36,2,0,2,34
,,2011/02/05,37,2,0,2,35
,,2011/02/06,23,3,0,3,20
,,2011/02/07,31,2,0,5,29
,,2011/02/08,25,1,0,1,24
,,2011/02/09,23,1,0,1,22
,,2011/02/10,28,0,0,0,28
,,2011/02/11,32,2,1,2,30
,,2011/02/12,29,0,0,0,29
,,2011/02/13,19,1,0,1,18
,,2011/02/14,34,2,0,4,32
,,2011/02/15,28,2,0,2,26
,,2011/02/16,17,0,0,0,17
,,2011/02/17,98,4,0,7,94
,,2011/02/18,39,4,2,5,35
,,2011/02/19,27,1,2,0,26
,,2011/02/20,12,0,0,0,12
,,2011/02/21,34,0,0,0,34
,,2011/02/22,31,0,0,0,31
,,2011/02/23,26,1,0,1,25
,,2011/02/24,20,1,0,1,19
,,2011/02/25,25,4,1,4,21
,,2011/02/26,22,3,1,3,19
,,2011/02/27,11,2,0,4,9
,,2011/02/28,30,1,0,1,29
,,2011/03/01,34,3,3,4,31
,,2011/03/02,25,4,0,5,21
,,2011/03/03,31,0,0,0,31
,,2011/03/04,27,3,1,3,24
,,2011/03/05,26,2,4,2,24
,,2011/03/06,15,0,0,0,15
,,2011/03/07,27,2,0,2,25
,,2011/03/08,25,3,0,3,22
,,2011/03/09,17,0,0,0,17
,,2011/03/10,25,4,0,5,21
,,2011/03/11,27,3,0,4,24
,,2011/03/12,18,3,1,4,15
,,2011/03/13,19,3,1,4,16
,,2011/03/14,33,3,0,3,30
,,2011/03/15,26,1,0,1,25
,,2011/03/16,25,1,0,1,24
,,2011/03/17,36,4,1,4,32
,,2011/03/18,40,1,1,0,39
,,2011/03/19,32,3,0,4,29
,,2011/03/20,12,0,0,0,12
,,2011/03/21,39,1,1,0,38
,,2011/03/22,34,0,0,0,34
,,2011/03/23,25,0,0,0,25
,,2011/03/24,42,0,0,0,42
,,2011/03/25,22,0,0,0,22
,,2011/03/26,28,1,1,0,27
,,2011/03/27,20,1,0,1,19
,,2011/03/28,26,0,0,0,26
,,2011/03/29,26,1,0,1,25
,,2011/03/30,20,2,0,2,18
,,2011/03/31,27,0,0,0,27
,,2011/04/01,39,4,0,5,35
,,2011/04/02,28,1,0,1,27
,,2011/04/03,24,4,0,4,20
,,2011/04/04,41,2,0,2,39
,,2011/04/05,34,1,0,1,33
,,2011/04/06,27,1,0,1,26
,,2011/04/07,31,0,0,0,31
,,2011/04/08,31,1,0,1,30
,,2011/04/09,31,2,0,4,29
,,2011/04/10,16,1,0,1,15
,,2011/04/11,36,3,0,3,33
,,2011/04/12,28,3,4,1,25
,,2011/04/13,30,0,0,0,30
,,2011/04/14,31,2,1,2,29
,,2011/04/15,32,1,1,1,31
,,2011/04/16,33,4,1,3,29
,,2011/04/17,16,1,0,1,15
,,2011/04/18,24,2,0,2,22
,,2011/04/19,33,2,0,2,31
,,2011/04/20,37,2,0,4,35
,,2011/04/21,42,4,0,4,38
,,2011/04/22,39,0,0,0,39
,,2011/04/23,22,5,0,7,17
,,2011/04/24,16,0,0,0,16
,,2011/04/25,20,3,0,8,17
,,2011/04/26,31,2,0,2,29
,,2011/04/27,36,4,0,7,32
,,2011/04/28,22,2,1,1,20
,,2011/04/29,38,2,0,2,36
,,2011/04/30,28,3,0,3,25
,,2011/05/01,20,2,4,0,18
,,2011/05/02,19,1,0,1,18
,,2011/05/03,19,2,0,2,17
,,2011/05/04,32,3,0,4,29
,,2011/05/05,28,1,0,1,27
,,2011/05/06,30,2,0,2,28
,,2011/05/07,36,6,0,8,30
,,2011/05/08,20,3,0,6,17
,,2011/05/09,25,2,1,3,23
,,2011/05/10,41,4,0,5,37
,,2011/05/11,30,2,0,3,28
,,2011/05/12,32,2,1,1,30
,,2011/05/13,34,2,0,3,32
,,2011/05/14,21,1,0,2,20
,,2011/05/15,20,1,0,2,19
,,2011/05/16,22,0,0,0,22
,,2011/05/17,23,2,1,1,21
,,2011/05/18,32,3,1,3,29
,,2011/05/19,29,2,0,2,27
,,2011/05/20,32,2,0,2,30
,,2011/05/21,24,3,0,4,21
,,2011/05/22,20,3,2,2,17
,,2011/05/23,26,2,0,2,24
,,2011/05/24,28,0,0,0,28
,,2011/05/25,41,3,0,5,38
,,2011/05/26,34,1,0,1,33
,,2011/05/27,38,3,1,5,35
,,2011/05/28,30,1,0,4,29
,,2011/05/29,14,1,0,1,13
,,2011/05/30,28,4,0,8,24
,,2011/05/31,22,0,0,0,22
,,2011/06/01,37,6,1,5,31
,,2011/06/02,28,4,0,4,24
,,2011/06/03,39,7,1,8,32
,,2011/06/04,26,1,0,1,25
,,2011/06/05,17,2,0,2,15
,,2011/06/06,31,4,3,6,27
,,2011/06/07,38,5,1,7,33
,,2011/06/08,40,4,1,3,36
,,2011/06/09,29,4,0,4,25
,,2011/06/10,32,2,0,3,30
,,2011/06/11,22,1,1,0,21
,,2011/06/12,15,5,1,7,10
,,2011/06/13,34,2,0,2,32
,,2011/06/14,39,2,0,2,37
,,2011/06/15,24,0,0,0,24
,,2011/06/16,25,1,0,1,24
,,2011/06/17,50,3,0,3,47
,,2011/06/18,38,6,0,7,32
,,2011/06/19,12,1,0,4,11
,,2011/06/20,30,1,0,1,29
,,2011/06/21,46,3,0,6,43
,,2011/06/22,39,6,0,8,33
,,2011/06/23,19,1,0,1,18
,,2011/06/24,29,0,0,0,29
,,2011/06/25,22,3,0,5,19
,,2011/06/26,15,1,0,1,14
,,2011/06/27,32,4,0,4,28
,,2011/06/28,30,1,0,4,29
,,2011/06/29,29,3,0,5,26
,,2011/06/30,21,1,0,2,20
,,2011/07/01,37,1,0,2,36
,,2011/07/02,54,5,0,9,49
,,2011/07/03,28,5,0,11,23
,,2011/07/04,41,3,1,7,38
,,2011/07/05,28,4,3,4,24
,,2011/07/06,35,6,3,9,29
,,2011/07/07,24,3,1,2,21
,,2011/07/08,25,3,0,3,22
,,2011/07/09,35,4,0,10,31
,,2011/07/10,17,1,0,1,16
,,2011/07/11,27,3,2,4,24
,,2011/07/12,29,2,0,2,27
,,2011/07/13,29,6,2,11,23
,,2011/07/14,30,3,1,6,27
,,2011/07/15,27,4,0,6,23
,,2011/07/16,33,1,0,1,32
,,2011/07/17,17,1,0,1,16
,,2011/07/18,23,1,1,1,22
,,2011/07/19,29,1,0,1,28
,,2011/07/20,48,1,0,1,47
,,2011/07/21,54,6,0,12,48
,,2011/07/22,64,4,1,9,60
,,2011/07/23,27,1,0,1,26
,,2011/07/24,25,2,0,2,23
,,2011/07/25,33,2,0,4,31
,,2011/07/26,26,3,0,4,23
,,2011/07/27,18,3,0,3,15
,,2011/07/28,23,2,0,2,21
,,2011/07/29,42,3,0,3,39
,,2011/07/30,41,5,0,9,36
,,2011/07/31,21,2,1,3,19
,,2011/08/01,33,8,0,12,25
,,2011/08/02,38,3,0,3,35
,,2011/08/03,36,4,1,5,32
,,2011/08/04,35,2,0,2,33
,,2011/08/05,46,5,0,7,41
,,2011/08/06,47,3,0,3,44
,,2011/08/07,34,0,0,0,34
,,2011/08/08,33,2,0,5,31
,,2011/08/09,47,4,0,11,43
,,2011/08/10,30,2,0,5,28
,,2011/08/11,35,1,0,1,34
,,2011/08/12,32,1,0,1,31
,,2011/08/13,35,2,0,3,33
,,2011/08/14,22,2,0,3,20
,,2011/08/15,14,1,0,1,13
,,2011/08/16,22,3,1,2,19
,,2011/08/17,34,1,0,1,33
,,2011/08/18,35,4,0,7,31
,,2011/08/19,24,0,0,0,24
,,2011/08/20,23,0,0,0,23
,,2011/08/21,25,3,0,3,22
,,2011/08/22,33,4,0,4,29
,,2011/08/23,17,4,0,5,13
,,2011/08/24,40,6,0,7,34
,,2011/08/25,35,1,0,1,34
,,2011/08/26,32,1,0,1,31
,,2011/08/27,16,1,0,2,15
,,2011/08/28,23,3,0,6,20
,,2011/08/29,37,2,1,2,35
,,2011/08/30,24,1,0,1,23
,,2011/08/31,22,1,0,1,21
,,2011/09/01,30,3,0,3,27
,,2011/09/02,34,4,0,4,30
,,2011/09/03,30,1,0,1,29
,,2011/09/04,34,4,0,5,30
,,2011/09/05,29,2,1,2,27
,,2011/09/06,34,0,0,0,34
,,2011/09/07,39,4,4,5,35
,,2011/09/08,30,2,0,3,28
,,2011/09/09,54,2,1,1,52
,,2011/09/10,34,3,0,3,31
,,2011/09/11,32,3,1,6,29
,,2011/09/12,46,6,2,16,40
,,2011/09/13,33,4,1,6,29
,,2011/09/14,21,1,1,3,20
,,2011/09/15,28,1,0,1,27
,,2011/09/16,32,3,0,4,29
,,2011/09/17,32,2,0,3,30
,,2011/09/18,33,3,1,9,30
,,2011/09/19,38,5,0,10,33
,,2011/09/20,31,4,0,4,27
,,2011/09/21,29,1,0,1,28
,,2011/09/22,26,2,0,2,24
,,2011/09/23,32,1,0,1,31
,,2011/09/24,25,0,0,0,25
,,2011/09/25,19,4,0,6,15
,,2011/09/26,36,6,0,7,30
,,2011/09/27,31,2,1,1,29
,,2011/09/28,35,1,0,1,34
,,2011/09/29,29,2,0,2,27
,,2011/09/30,31,4,0,5,27
,,2011/10/01,38,2,0,2,36
,,2011/10/02,18,1,0,1,17
,,2011/10/03,30,6,2,7,24
,,2011/10/04,32,3,0,7,29
,,2011/10/05,29,1,0,7,28
,,2011/10/06,37,0,0,0,37
,,2011/10/07,44,9,0,13,35
,,2011/10/08,29,0,0,0,29
,,2011/10/09,21,0,0,0,21
,,2011/10/10,39,3,1,6,36
,,2011/10/11,51,4,1,3,47
,,2011/10/12,32,3,0,5,29
,,2011/10/13,31,0,0,0,31
,,2011/10/14,43,7,0,8,36
,,2011/10/15,35,3,3,5,32
,,2011/10/16,17,1,0,1,16
,,2011/10/17,35,2,0,2,33
,,2011/10/18,33,0,0,0,33
,,2011/10/19,21,1,0,1,20
,,2011/10/20,38,4,0,4,34
,,2011/10/21,28,1,0,1,27
,,2011/10/22,18,1,0,1,17
,,2011/10/23,18,1,0,3,17
,,2011/10/24,29,3,1,2,26
,,2011/10/25,27,0,0,0,27
,,2011/10/26,33,2,0,3,31
,,2011/10/27,35,0,0,0,35
,,2011/10/28,34,3,1,7,31
,,2011/10/29,29,1,0,1,28
,,2011/10/30,25,1,0,1,24
,,2011/10/31,41,4,1,3,37
,,2011/11/01,30,4,1,5,26
,,2011/11/02,28,1,0,1,27
,,2011/11/03,34,2,0,5,32
,,2011/11/04,34,4,0,5,30
,,2011/11/05,26,6,0,7,20
,,2011/11/06,23,4,0,5,19
,,2011/11/07,42,7,0,11,35
,,2011/11/08,26,1,0,1,25
,,2011/11/09,41,3,4,5,38
,,2011/11/10,51,6,1,6,45
,,2011/11/11,19,1,0,1,18
,,2011/11/12,30,3,1,3,27
,,2011/11/13,19,1,0,2,18
,,2011/11/14,23,2,1,3,21
,,2011/11/15,25,1,0,1,24
,,2011/11/16,17,3,1,2,14
,,2011/11/17,34,6,0,7,28
,,2011/11/18,37,1,0,2,36
,,2011/11/19,20,4,0,4,16
