,,,,,,,
,,,,,,,
Rok zdarzenia:<Wszystkie>,2011r.,,,,,,
,,,,,,,
,,,Liczba Zdarzen,Liczba Wypadkow,Liczba Zabitych,Liczba Rannych,Liczba Kolizji
,,2011/11/17,72,10,1,12,62
,,2011/11/18,84,10,1,13,74
,,2011/11/19,62,12,1,16,50
,,2011/11/20,42,10,2,8,32
,,2011/11/21,88,11,0,12,77
,,2011/11/22,68,3,1,2,65
,,2011/11/23,70,7,1,8,63
,,2011/11/24,91,15,3,15,76
,,2011/11/25,90,11,0,16,79
,,2011/11/26,76,15,1,17,61
,,2011/11/27,54,9,1,11,45
,,2011/11/28,85,14,0,16,71
,,2011/11/29,79,13,0,15,66
,,2011/11/30,100,21,0,29,79
,,2011/12/01,105,19,1,25,86
,,2011/12/02,97,17,2,17,80
,,2011/12/03,94,16,0,20,78
,,2011/12/04,82,17,3,24,65
,,2011/12/05,114,24,4,22,90
,,2011/12/06,86,14,2,16,72
,,2011/12/07,98,17,0,25,81
,,2011/12/08,113,15,2,15,98
,,2011/12/09,101,19,2,20,82
,,2011/12/10,95,12,0,14,83
,,2011/12/11,58,12,0,24,46
,,2011/12/12,95,9,1,10,86
,,2011/12/13,113,13,1,21,100
,,2011/12/14,89,8,1,7,81
,,2011/12/15,84,12,2,14,72
,,2011/12/16,118,24,4,28,94
,,2011/12/17,97,22,1,30,75
,,2011/12/18,47,4,1,3,43
,,2011/12/19,99,15,1,17,84
,,2011/12/20,99,10,0,13,89
,,2011/12/21,160,12,1,14,148
,,2011/12/22,128,8,0,11,120
,,2011/12/23,116,11,2,15,105
,,2011/12/24,53,6,0,10,47
,,2011/12/25,39,1,0,2,38
,,2011/12/26,33,4,0,9,29
,,2011/12/27,65,12,2,12,53
,,2011/12/28,72,11,0,17,61
,,2011/12/29,87,12,4,15,75
,,2011/12/30,72,11,1,11,61
,,2011/12/31,86,9,1,11,77
,WOJ. MAZOWIECKIE,,59629,5128,714,6160,54501
,,2011/01/01,57,4,1,3,53
,,2011/01/02,73,2,1,2,71
,,2011/01/03,152,7,0,8,145
,,2011/01/04,162,3,1,2,159
,,2011/01/05,172,7,0,12,165
,,2011/01/06,51,1,0,1,50
,,2011/01/07,194,13,0,13,181
,,2011/01/08,101,5,0,8,96
,,2011/01/09,133,9,1,15,124
,,2011/01/10,189,11,0,14,178
,,2011/01/11,164,6,0,7,158
,,2011/01/12,163,5,0,7,158
,,2011/01/13,157,8,0,9,149
,,2011/01/14,217,14,3,16,203
,,2011/01/15,155,9,1,9,146
,,2011/01/16,128,8,5,5,120
,,2011/01/17,156,12,3,9,144
,,2011/01/18,201,18,1,24,183
,,2011/01/19,171,15,4,14,156
,,2011/01/20,221,9,2,8,212
,,2011/01/21,291,21,1,23,270
,,2011/01/22,138,7,1,7,131
,,2011/01/23,133,13,0,19,120
,,2011/01/24,182,15,1,15,167
,,2011/01/25,176,9,1,13,167
,,2011/01/26,169,13,2,12,156
,,2011/01/27,177,6,0,12,171
,,2011/01/28,174,10,2,8,164
,,2011/01/29,130,10,1,14,120
,,2011/01/30,96,11,0,14,85
,,2011/01/31,161,7,0,7,154
,,2011/02/01,139,3,0,3,136
,,2011/02/02,195,13,2,14,182
,,2011/02/03,183,14,3,15,169
,,2011/02/04,225,19,3,20,206
,,2011/02/05,148,24,4,26,124
,,2011/02/06,118,14,3,16,104
,,2011/02/07,149,12,4,15,137
,,2011/02/08,147,18,6,17,129
,,2011/02/09,129,9,1,8,120
,,2011/02/10,176,13,1,16,163
,,2011/02/11,227,18,3,21,209
,,2011/02/12,194,12,1,20,182
,,2011/02/13,105,7,4,7,98
,,2011/02/14,147,9,3,7,138
,,2011/02/15,131,9,1,18,122
,,2011/02/16,147,4,0,5,143
,,2011/02/17,149,7,3,11,142
,,2011/02/18,230,24,6,30,206
,,2011/02/19,161,11,3,12,150
,,2011/02/20,87,9,3,12,78
,,2011/02/21,191,10,0,13,181
,,2011/02/22,182,8,3,5,174
,,2011/02/23,195,8,0,10,187
,,2011/02/24,170,10,0,14,160
,,2011/02/25,189,9,1,12,180
,,2011/02/26,116,12,3,21,104
,,2011/02/27,101,13,5,19,88
,,2011/02/28,192,10,0,13,182
,,2011/03/01,192,10,1,11,182
,,2011/03/02,175,10,2,9,165
,,2011/03/03,165,10,1,16,155
,,2011/03/04,188,10,0,12,178
,,2011/03/05,160,27,2,30,133
,,2011/03/06,116,8,3,11,108
,,2011/03/07,170,5,0,7,165
,,2011/03/08,151,6,0,8,145
,,2011/03/09,141,10,1,9,131
,,2011/03/10,238,29,1,37,209
,,2011/03/11,209,11,0,13,198
,,2011/03/12,140,8,1,8,132
,,2011/03/13,98,14,0,24,84
,,2011/03/14,141,7,1,6,134
,,2011/03/15,154,11,4,13,143
,,2011/03/16,150,12,1,17,138
,,2011/03/17,152,12,1,16,140
,,2011/03/18,203,16,3,14,187
,,2011/03/19,130,20,4,24,110
,,2011/03/20,79,8,1,13,71
,,2011/03/21,158,11,0,13,147
,,2011/03/22,154,13,0,22,141
,,2011/03/23,170,11,0,14,159
,,2011/03/24,143,7,1,6,136
,,2011/03/25,179,17,2,17,162
,,2011/03/26,127,13,1,16,114
,,2011/03/27,83,7,1,8,76
,,2011/03/28,149,10,2,11,139
,,2011/03/29,147,15,1,22,132
,,2011/03/30,170,10,1,13,160
,,2011/03/31,170,15,5,16,155
,,2011/04/01,161,13,0,16,148
,,2011/04/02,153,16,1,23,137
,,2011/04/03,115,10,1,9,105
,,2011/04/04,188,16,4,24,172
,,2011/04/05,165,15,2,17,150
,,2011/04/06,174,14,2,14,160
,,2011/04/07,188,17,2,19,171
,,2011/04/08,211,10,1,9,201
,,2011/04/09,150,11,1,12,139
,,2011/04/10,86,10,0,19,76
,,2011/04/11,237,12,2,11,225
,,2011/04/12,154,9,0,11,145
,,2011/04/13,188,14,2,17,174
,,2011/04/14,204,13,1,17,191
,,2011/04/15,196,18,6,29,178
,,2011/04/16,157,15,2,15,142
,,2011/04/17,97,10,1,15,87
,,2011/04/18,192,14,0,15,178
,,2011/04/19,225,11,1,18,214
,,2011/04/20,215,21,4,18,194
,,2011/04/21,205,14,3,11,191
,,2011/04/22,186,19,3,21,167
,,2011/04/23,84,16,5,14,68
,,2011/04/24,76,5,0,7,71
,,2011/04/25,79,9,0,16,70
,,2011/04/26,145,17,0,23,128
,,2011/04/27,153,10,1,10,143
,,2011/04/28,133,13,0,16,120
,,2011/04/29,211,16,2,22,195
,,2011/04/30,147,20,0,27,127
,,2011/05/01,69,7,1,15,62
,,2011/05/02,118,9,0,12,109
,,2011/05/03,86,2,0,8,84
,,2011/05/04,187,8,4,8,179
,,2011/05/05,170,8,1,7,162
,,2011/05/06,159,19,3,23,140
,,2011/05/07,140,13,3,14,127
,,2011/05/08,135,23,5,25,112
,,2011/05/09,184,16,1,28,168
,,2011/05/10,218,15,1,16,203
,,2011/05/11,218,27,2,31,191
,,2011/05/12,169,17,2,22,152
,,2011/05/13,230,18,1,22,212
,,2011/05/14,145,17,2,31,128
,,2011/05/15,141,10,3,16,131
,,2011/05/16,186,19,1,26,167
,,2011/05/17,142,16,2,22,126
,,2011/05/18,140,11,2,11,129
,,2011/05/19,169,8,2,11,161
,,2011/05/20,193,11,3,16,182
,,2011/05/21,161,24,2,25,137
,,2011/05/22,118,23,3,28,95
,,2011/05/23,186,25,3,37,161
,,2011/05/24,181,11,1,16,170
,,2011/05/25,171,10,2,9,161
,,2011/05/26,214,24,2,25,190
,,2011/05/27,189,26,4,29,163
,,2011/05/28,148,22,2,29,126
,,2011/05/29,136,13,0,22,123
,,2011/05/30,165,18,0,22,147
,,2011/05/31,193,24,3,26,169
,,2011/06/01,205,25,4,26,180
,,2011/06/02,180,9,1,13,171
,,2011/06/03,224,24,3,24,200
,,2011/06/04,186,24,4,31,162
,,2011/06/05,133,19,1,31,114
,,2011/06/06,198,18,3,17,180
,,2011/06/07,156,19,4,20,137
,,2011/06/08,180,16,1,16,164
,,2011/06/09,176,10,1,9,166
,,2011/06/10,180,15,2,28,165
,,2011/06/11,152,18,0,20,134
,,2011/06/12,103,19,3,26,84
,,2011/06/13,177,17,2,20,160
,,2011/06/14,149,16,0,17,133
,,2011/06/15,161,18,3,22,143
,,2011/06/16,183,17,1,17,166
,,2011/06/17,181,17,2,15,164
,,2011/06/18,164,20,1,35,144
,,2011/06/19,119,17,4,20,102
,,2011/06/20,256,22,1,30,234
,,2011/06/21,172,21,5,21,151
,,2011/06/22,200,26,1,33,174
,,2011/06/23,107,20,2,22,87
,,2011/06/24,165,12,0,15,153
,,2011/06/25,130,18,4,23,112
,,2011/06/26,106,12,2,17,94
,,2011/06/27,176,7,0,9,169
,,2011/06/28,168,12,0,13,156
,,2011/06/29,149,8,3,11,141
,,2011/06/30,152,9,1,10,143
,,2011/07/01,277,20,2,23,257
,,2011/07/02,164,11,2,20,153
,,2011/07/03,146,19,3,19,127
,,2011/07/04,227,17,1,26,210
,,2011/07/05,151,12,2,15,139
,,2011/07/06,225,10,0,18,215
,,2011/07/07,173,16,1,15,157
,,2011/07/08,202,18,3,19,184
,,2011/07/09,164,27,2,32,137
,,2011/07/10,123,19,2,22,104
,,2011/07/11,181,11,3,15,170
,,2011/07/12,171,15,0,18,156
,,2011/07/13,166,14,3,16,152
,,2011/07/14,167,8,0,13,159
,,2011/07/15,183,19,2,25,164
,,2011/07/16,135,15,1,16,120
,,2011/07/17,109,11,2,17,98
,,2011/07/18,164,8,1,8,156
,,2011/07/19,133,11,1,11,122
,,2011/07/20,188,14,0,16,174
,,2011/07/21,155,16,4,19,139
,,2011/07/22,167,12,3,26,155
,,2011/07/23,148,16,2,20,132
,,2011/07/24,107,8,1,11,99
,,2011/07/25,162,13,5,9,149
,,2011/07/26,150,11,1,15,139
,,2011/07/27,180,14,1,22,166
,,2011/07/28,150,14,2,13,136
,,2011/07/29,170,22,2,24,148
,,2011/07/30,157,17,1,20,140
,,2011/07/31,127,7,8,5,120
,,2011/08/01,163,14,3,17,149
,,2011/08/02,168,14,1,15,154
,,2011/08/03,158,18,1,26,140
,,2011/08/04,147,8,2,9,139
,,2011/08/05,234,23,9,20,211
,,2011/08/06,146,23,4,30,123
,,2011/08/07,118,14,2,19,104
,,2011/08/08,172,20,7,25,152
,,2011/08/09,170,13,0,13,157
,,2011/08/10,176,12,0,15,164
,,2011/08/11,149,10,2,14,139
,,2011/08/12,209,19,2,25,190
,,2011/08/13,147,20,10,17,127
,,2011/08/14,100,13,2,14,87
,,2011/08/15,102,12,0,21,90
,,2011/08/16,181,14,1,21,167
,,2011/08/17,161,14,2,14,147
,,2011/08/18,147,18,3,22,129
,,2011/08/19,240,16,3,19,224
,,2011/08/20,137,14,2,15,123
,,2011/08/21,111,18,3,21,93
,,2011/08/22,156,15,3,15,141
,,2011/08/23,143,9,0,13,134
,,2011/08/24,175,11,0,15,164
,,2011/08/25,164,13,3,16,151
,,2011/08/26,201,14,1,15,187
,,2011/08/27,137,15,1,21,122
,,2011/08/28,133,24,4,26,109
,,2011/08/29,192,18,3,25,174
,,2011/08/30,123,7,0,10,116
,,2011/08/31,165,17,0,22,148
,,2011/09/01,192,22,0,33,170
,,2011/09/02,160,17,3,18,143
,,2011/09/03,163,25,6,32,138
,,2011/09/04,141,27,4,35,114
,,2011/09/05,185,15,4,24,170
,,2011/09/06,187,16,1,21,171
,,2011/09/07,173,10,0,13,163
,,2011/09/08,275,25,3,27,250
,,2011/09/09,228,15,1,18,213
,,2011/09/10,125,19,1,27,106
,,2011/09/11,127,11,1,16,116
,,2011/09/12,174,13,1,15,161
,,2011/09/13,184,17,1,17,167
,,2011/09/14,180,16,3,21,164
,,2011/09/15,165,17,5,19,148
,,2011/09/16,180,17,3,18,163
,,2011/09/17,158,14,0,21,144
,,2011/09/18,115,24,3,29,91
,,2011/09/19,178,17,2,19,161
,,2011/09/20,156,6,1,5,150
,,2011/09/21,185,17,3,19,168
,,2011/09/22,162,7,0,8,155
,,2011/09/23,197,13,3,10,184
,,2011/09/24,141,16,1,21,125
,,2011/09/25,114,18,4,17,96
,,2011/09/26,190,18,2,20,172
,,2011/09/27,228,16,1,19,212
,,2011/09/28,164,11,3,8,153
,,2011/09/29,145,18,0,20,127
,,2011/09/30,237,32,9,31,205
,,2011/10/01,179,22,4,22,157
,,2011/10/02,135,15,5,14,120
,,2011/10/03,170,17,0,22,153
,,2011/10/04,181,17,5,18,164
,,2011/10/05,176,15,3,15,161
,,2011/10/06,170,14,3,15,156
,,2011/10/07,266,27,2,31,239
,,2011/10/08,198,24,3,28,174
,,2011/10/09,125,17,4,20,108
,,2011/10/10,184,7,1,6,177
,,2011/10/11,208,21,3,19,187
,,2011/10/12,224,8,0,8,216
,,2011/10/13,222,17,0,18,205
,,2011/10/14,204,21,3,20,183
,,2011/10/15,151,12,2,16,139
,,2011/10/16,123,17,4,28,106
,,2011/10/17,197,13,2,14,184
,,2011/10/18,194,18,1,23,176
,,2011/10/19,224,22,1,24,202
,,2011/10/20,166,10,1,11,156
,,2011/10/21,203,18,5,20,185
,,2011/10/22,159,15,5,13,144
,,2011/10/23,110,12,5,10,98
,,2011/10/24,177,14,2,20,163
,,2011/10/25,192,12,1,12,180
,,2011/10/26,164,7,1,8,157
,,2011/10/27,174,8,2,9,166
,,2011/10/28,196,14,2,22,182
,,2011/10/29,147,11,0,19,136
,,2011/10/30,122,16,3,19,106
,,2011/10/31,161,11,0,12,150
,,2011/11/01,102,12,0,28,90
,,2011/11/02,153,9,3,7,144
,,2011/11/03,150,19,3,24,131
,,2011/11/04,193,14,2,15,179
,,2011/11/05,135,11,1,13,124
,,2011/11/06,104,19,5,23,85
,,2011/11/07,164,11,1,12,153
,,2011/11/08,171,8,0,11,163
,,2011/11/09,157,10,0,11,147
,,2011/11/10,199,17,2,18,182
,,2011/11/11,84,5,0,8,79
,,2011/11/12,118,9,0,12,109
,,2011/11/13,108,18,6,17,90
,,2011/11/14,124,12,3,15,112
,,2011/11/15,124,8,0,10,116
,,2011/11/16,171,12,0,16,159
,,2011/11/17,153,9,2,7,144
,,2011/11/18,199,21,4,24,178
,,2011/11/19,106,7,2,6,99
,,2011/11/20,100,10,2,15,90
,,2011/11/21,143,13,5,8,130
,,2011/11/22,149,9,0,12,140
,,2011/11/23,176,8,0,14,168
,,2011/11/24,141,7,1,7,134
,,2011/11/25,200,14,5,13,186
,,2011/11/26,146,13,5,10,133
,,2011/11/27,112,13,3,12,99
,,2011/11/28,175,16,2,17,159
,,2011/11/29,160,11,1,11,149
,,2011/11/30,219,15,1,16,204
,,2011/12/01,214,8,0,9,206
,,2011/12/02,174,15,0,21,159
,,2011/12/03,142,8,0,8,134
,,2011/12/04,136,24,2,32,112
,,2011/12/05,287,23,3,26,264
,,2011/12/06,177,15,1,18,162
,,2011/12/07,211,10,2,11,201
,,2011/12/08,202,21,3,19,181
,,2011/12/09,287,28,7,32,259
,,2011/12/10,177,18,4,25,159
,,2011/12/11,121,15,4,17,106
,,2011/12/12,178,16,1,21,162
,,2011/12/13,190,18,2,17,172
,,2011/12/14,177,11,0,19,166
,,2011/12/15,170,22,4,26,148
,,2011/12/16,216,24,4,22,192
,,2011/12/17,141,15,6,11,126
,,2011/12/18,104,10,0,12,94
,,2011/12/19,174,13,2,12,161
,,2011/12/20,223,15,2,20,208
,,2011/12/21,231,14,1,17,217
,,2011/12/22,241,14,6,10,227
,,2011/12/23,217,12,1,17,205
,,2011/12/24,121,9,0,15,112
,,2011/12/25,73,11,3,24,62
,,2011/12/26,98,17,6,20,81
,,2011/12/27,149,17,1,25,132
,,2011/12/28,161,14,3,11,147
,,2011/12/29,107,12,1,12,95
,,2011/12/30,136,15,1,26,121
,,2011/12/31,107,11,2,14,96
,WOJ. OPOLSKIE,,9239,836,100,1000,8403
,,2011/01/01,10,1,1,0,9
,,2011/01/02,11,0,0,0,11
,,2011/01/03,19,0,0,0,19
,,2011/01/04,35,1,0,1,34
,,2011/01/05,37,2,0,4,35
,,2011/01/06,21,0,0,0,21
,,2011/01/07,21,1,0,1,20
,,2011/01/08,20,1,0,3,19
,,2011/01/09,29,1,0,2,28
,,2011/01/10,27,0,0,0,27
,,2011/01/11,42,2,0,2,40
,,2011/01/12,28,0,0,0,28
,,2011/01/13,28,3,0,5,25
,,2011/01/14,24,3,0,4,21
,,2011/01/15,25,0,0,0,25
,,2011/01/16,36,2,0,3,34
,,2011/01/17,72,8,0,9,64
,,2011/01/18,38,3,0,4,35
,,2011/01/19,38,0,0,0,38
,,2011/01/20,47,4,3,4,43
,,2011/01/21,49,2,0,3,47
,,2011/01/22,20,0,0,0,20
,,2011/01/23,18,1,0,1,17
,,2011/01/24,41,1,0,1,40
,,2011/01/25,33,0,0,0,33
,,2011/01/26,17,3,0,4,14
,,2011/01/27,37,2,0,6,35
,,2011/01/28,32,1,0,1,31
,,2011/01/29,19,2,0,2,17
,,2011/01/30,15,1,0,1,14
,,2011/01/31,29,1,0,1,28
,,2011/02/01,23,1,0,2,22
,,2011/02/02,35,2,0,2,33
,,2011/02/03,39,3,0,3,36
,,2011/02/04,37,2,0,4,35
,,2011/02/05,15,0,0,0,15
,,2011/02/06,12,0,0,0,12
,,2011/02/07,28,1,0,1,27
,,2011/02/08,26,0,0,0,26
,,2011/02/09,22,3,2,1,19
,,2011/02/10,30,3,1,4,27
,,2011/02/11,38,1,0,1,37
,,2011/02/12,29,3,1,8,26
,,2011/02/13,15,0,0,0,15
,,2011/02/14,20,1,0,2,19
,,2011/02/15,22,1,0,1,21
,,2011/02/16,14,1,0,2,13
,,2011/02/17,19,1,0,4,18
,,2011/02/18,20,1,0,1,19
,,2011/02/19,16,1,0,2,15
,,2011/02/20,19,0,0,0,19
,,2011/02/21,20,1,0,1,19
,,2011/02/22,21,1,1,0,20
,,2011/02/23,18,0,0,0,18
,,2011/02/24,19,1,0,1,18
,,2011/02/25,31,3,0,5,28
,,2011/02/26,16,0,0,0,16
,,2011/02/27,12,1,0,1,11
,,2011/02/28,20,1,0,3,19
,,2011/03/01,22,3,0,3,19
,,2011/03/02,20,0,0,0,20
,,2011/03/03,14,0,0,0,14
,,2011/03/04,38,6,0,6,32
,,2011/03/05,14,1,0,1,13
,,2011/03/06,16,1,0,1,15
,,2011/03/07,29,4,0,5,25
,,2011/03/08,23,1,0,1,22
,,2011/03/09,15,0,0,0,15
,,2011/03/10,35,1,0,1,34
,,2011/03/11,24,2,0,2,22
,,2011/03/12,25,2,0,2,23
,,2011/03/13,15,1,0,1,14
,,2011/03/14,26,2,0,2,24
,,2011/03/15,30,3,1,4,27
,,2011/03/16,16,1,0,1,15
,,2011/03/17,32,2,0,3,30
,,2011/03/18,52,3,0,4,49
,,2011/03/19,22,0,0,0,22
,,2011/03/20,23,2,1,2,21
,,2011/03/21,27,1,0,1,26
,,2011/03/22,29,2,0,2,27
,,2011/03/23,13,2,0,2,11
,,2011/03/24,29,2,0,2,27
,,2011/03/25,24,3,0,3,21
,,2011/03/26,24,0,0,0,24
,,2011/03/27,11,2,0,2,9
,,2011/03/28,25,0,0,0,25
,,2011/03/29,16,2,0,2,14
,,2011/03/30,18,1,0,1,17
,,2011/03/31,21,1,0,1,20
,,2011/04/01,38,5,0,5,33
,,2011/04/02,27,1,0,1,26
,,2011/04/03,13,2,0,2,11
,,2011/04/04,27,3,1,5,24
,,2011/04/05,23,1,0,1,22
,,2011/04/06,16,0,0,0,16
,,2011/04/07,26,3,0,6,23
,,2011/04/08,24,2,0,3,22
,,2011/04/09,18,2,0,3,16
,,2011/04/10,11,1,1,3,10
,,2011/04/11,29,2,0,2,27
,,2011/04/12,16,2,0,2,14
,,2011/04/13,21,0,0,0,21
,,2011/04/14,23,0,0,0,23
,,2011/04/15,23,1,0,1,22
,,2011/04/16,19,1,0,5,18
,,2011/04/17,12,2,0,4,10
,,2011/04/18,23,1,0,1,22
,,2011/04/19,26,1,1,0,25
,,2011/04/20,23,5,0,5,18
,,2011/04/21,35,3,0,4,32
,,2011/04/22,39,2,0,3,37
,,2011/04/23,21,1,0,1,20
,,2011/04/24,12,0,0,0,12
,,2011/04/25,16,4,1,11,12
,,2011/04/26,29,2,0,3,27
,,2011/04/27,28,1,1,0,27
,,2011/04/28,33,5,2,7,28
,,2011/04/29,30,1,0,1,29
,,2011/04/30,16,2,0,2,14
,,2011/05/01,12,1,0,1,11
,,2011/05/02,24,2,0,2,22
,,2011/05/03,25,2,0,2,23
,,2011/05/04,24,2,1,1,22
,,2011/05/05,31,3,0,3,28
,,2011/05/06,36,4,0,6,32
,,2011/05/07,24,2,0,5,22
,,2011/05/08,18,2,0,2,16
,,2011/05/09,25,2,0,3,23
,,2011/05/10,37,3,0,3,34
,,2011/05/11,30,6,3,5,24
,,2011/05/12,23,2,0,2,21
,,2011/05/13,21,2,0,2,19
,,2011/05/14,23,1,0,1,22
,,2011/05/15,27,1,0,1,26
,,2011/05/16,27,4,0,4,23
,,2011/05/17,15,3,1,5,12
,,2011/05/18,27,2,1,1,25
,,2011/05/19,31,2,0,2,29
,,2011/05/20,32,4,1,4,28
,,2011/05/21,21,3,2,5,18
,,2011/05/22,9,4,1,3,5
,,2011/05/23,25,6,1,5,19
,,2011/05/24,24,3,0,3,21
,,2011/05/25,24,2,0,2,22
,,2011/05/26,32,0,0,0,32
,,2011/05/27,38,4,0,5,34
,,2011/05/28,38,2,1,3,36
,,2011/05/29,18,3,0,6,15
,,2011/05/30,22,2,0,2,20
,,2011/05/31,18,1,0,1,17
,,2011/06/01,32,2,0,2,30
,,2011/06/02,24,2,0,2,22
,,2011/06/03,44,6,1,7,38
,,2011/06/04,23,4,0,5,19
,,2011/06/05,14,3,0,5,11
,,2011/06/06,22,3,0,5,19
,,2011/06/07,30,5,0,8,25
,,2011/06/08,22,4,1,3,18
,,2011/06/09,24,6,2,5,18
,,2011/06/10,23,2,0,4,21
,,2011/06/11,29,4,0,7,25
,,2011/06/12,22,4,0,4,18
,,2011/06/13,14,1,0,1,13
,,2011/06/14,34,5,0,5,29
,,2011/06/15,16,1,0,2,15
,,2011/06/16,32,2,0,2,30
,,2011/06/17,28,3,0,4,25
,,2011/06/18,25,4,2,2,21
,,2011/06/19,10,3,0,3,7
,,2011/06/20,25,3,1,4,22
,,2011/06/21,25,3,0,4,22
,,2011/06/22,36,4,1,3,32
,,2011/06/23,13,3,0,4,10
,,2011/06/24,42,3,0,4,39
,,2011/06/25,20,3,5,5,17
,,2011/06/26,16,3,0,3,13
,,2011/06/27,18,4,1,3,14
,,2011/06/28,28,4,0,5,24
,,2011/06/29,32,2,0,2,30
,,2011/06/30,26,1,0,1,25
,,2011/07/01,29,2,0,2,27
,,2011/07/02,18,3,0,5,15
,,2011/07/03,22,2,0,2,20
,,2011/07/04,27,1,0,1,26
,,2011/07/05,19,3,0,5,16
,,2011/07/06,19,0,0,0,19
,,2011/07/07,22,1,0,1,21
,,2011/07/08,29,3,0,4,26
,,2011/07/09,25,3,3,4,22
,,2011/07/10,15,1,0,1,14
,,2011/07/11,20,1,0,1,19
,,2011/07/12,25,3,1,5,22
,,2011/07/13,19,2,0,2,17
,,2011/07/14,28,2,0,2,26
,,2011/07/15,26,6,1,6,20
,,2011/07/16,27,3,1,4,24
,,2011/07/17,21,2,1,4,19
,,2011/07/18,28,3,0,4,25
,,2011/07/19,23,3,0,4,20
,,2011/07/20,22,2,0,2,20
,,2011/07/21,41,1,0,1,40
,,2011/07/22,46,3,0,5,43
,,2011/07/23,22,2,0,2,20
,,2011/07/24,12,1,0,3,11
,,2011/07/25,31,4,0,4,27
,,2011/07/26,22,0,0,0,22
,,2011/07/27,16,2,0,2,14
,,2011/07/28,26,3,0,3,23
,,2011/07/29,29,3,1,4,26
,,2011/07/30,27,9,0,15,18
,,2011/07/31,28,3,1,5,25
,,2011/08/01,29,3,1,2,26
,,2011/08/02,27,3,0,3,24
,,2011/08/03,28,2,0,3,26
,,2011/08/04,16,2,0,2,14
,,2011/08/05,44,5,0,6,39
,,2011/08/06,25,3,0,3,22
,,2011/08/07,26,5,0,6,21
,,2011/08/08,25,0,0,0,25
,,2011/08/09,33,3,0,3,30
,,2011/08/10,33,2,1,3,31
,,2011/08/11,28,4,0,6,24
,,2011/08/12,21,0,0,0,21
,,2011/08/13,37,2,2,2,35
,,2011/08/14,15,1,1,0,14
,,2011/08/15,22,3,1,4,19
,,2011/08/16,22,2,0,3,20
,,2011/08/17,18,2,0,3,16
,,2011/08/18,29,5,1,4,24
,,2011/08/19,40,2,0,3,38
,,2011/08/20,17,2,0,2,15
,,2011/08/21,14,3,1,2,11
,,2011/08/22,38,1,0,1,37
,,2011/08/23,31,0,0,0,31
,,2011/08/24,27,3,0,3,24
,,2011/08/25,31,3,1,2,28
,,2011/08/26,18,1,0,1,17
,,2011/08/27,26,4,0,6,22
,,2011/08/28,19,4,0,6,15
,,2011/08/29,34,6,0,6,28
,,2011/08/30,29,2,1,3,27
,,2011/08/31,25,1,0,1,24
,,2011/09/01,35,2,0,2,33
,,2011/09/02,31,1,0,1,30
,,2011/09/03,12,1,0,2,11
,,2011/09/04,11,3,2,3,8
,,2011/09/05,22,0,0,0,22
,,2011/09/06,19,2,0,2,17
,,2011/09/07,28,4,2,3,24
,,2011/09/08,28,2,0,2,26
,,2011/09/09,26,3,1,3,23
,,2011/09/10,27,0,0,0,27
,,2011/09/11,21,0,0,0,21
,,2011/09/12,20,3,0,3,17
,,2011/09/13,29,1,0,1,28
,,2011/09/14,26,4,0,4,22
,,2011/09/15,22,4,0,4,18
,,2011/09/16,34,4,0,5,30
,,2011/09/17,26,4,0,5,22
,,2011/09/18,17,2,0,4,15
,,2011/09/19,24,3,2,4,21
,,2011/09/20,19,1,0,1,18
,,2011/09/21,19,3,0,3,16
,,2011/09/22,24,3,0,5,21
,,2011/09/23,32,5,0,5,27
,,2011/09/24,30,3,0,3,27
,,2011/09/25,18,3,0,3,15
,,2011/09/26,34,5,0,6,29
,,2011/09/27,29,2,0,2,27
,,2011/09/28,25,1,0,1,24
,,2011/09/29,23,3,0,3,20
,,2011/09/30,37,4,0,4,33
,,2011/10/01,43,11,0,19,32
,,2011/10/02,22,4,0,5,18
,,2011/10/03,42,4,0,6,38
,,2011/10/04,32,3,0,4,29
,,2011/10/05,23,2,0,3,21
,,2011/10/06,21,4,0,4,17
,,2011/10/07,38,3,0,3,35
,,2011/10/08,31,4,0,4,27
,,2011/10/09,25,1,0,1,24
,,2011/10/10,33,3,0,3,30
,,2011/10/11,27,2,3,2,25
,,2011/10/12,38,5,0,9,33
,,2011/10/13,22,4,0,4,18
,,2011/10/14,31,1,0,1,30
,,2011/10/15,27,3,1,2,24
,,2011/10/16,18,1,0,1,17
,,2011/10/17,37,4,0,6,33
,,2011/10/18,29,2,0,2,27
,,2011/10/19,32,1,0,1,31
,,2011/10/20,27,2,0,2,25
,,2011/10/21,34,4,1,5,30
,,2011/10/22,24,1,0,1,23
,,2011/10/23,18,3,2,1,15
,,2011/10/24,18,0,0,0,18
,,2011/10/25,35,6,1,6,29
,,2011/10/26,36,5,0,6,31
,,2011/10/27,31,3,2,5,28
,,2011/10/28,28,2,1,1,26
,,2011/10/29,22,1,0,1,21
,,2011/10/30,14,0,0,0,14
,,2011/10/31,25,2,0,2,23
,,2011/11/01,24,0,0,0,24
,,2011/11/02,31,4,0,4,27
,,2011/11/03,28,4,1,3,24
,,2011/11/04,33,4,0,5,29
,,2011/11/05,29,1,0,1,28
,,2011/11/06,13,5,0,9,8
,,2011/11/07,20,3,1,4,17
,,2011/11/08,28,1,0,1,27
,,2011/11/09,26,1,0,1,25
,,2011/11/10,22,1,0,1,21
,,2011/11/11,11,0,0,0,11
,,2011/11/12,17,2,1,2,15
,,2011/11/13,11,0,0,0,11
