,,,,,,,
,,,,,,,
Rok zdarzenia:<Wszystkie>,2012r.,,,,,,
,,,,,,,
,,,Liczba Zdarzen,Liczba Wypadkow,Liczba Zabitych,Liczba Rannych,Liczba Kolizji
,,2012/11/29,43,10,0,10,33
,,2012/11/30,45,2,0,6,43
,,2012/12/01,31,1,0,1,30
,,2012/12/02,15,0,0,0,15
,,2012/12/03,32,1,0,1,31
,,2012/12/04,49,3,0,3,46
,,2012/12/05,28,1,0,1,27
,,2012/12/06,89,3,0,5,86
,,2012/12/07,45,3,1,7,42
,,2012/12/08,19,0,0,0,19
,,2012/12/09,24,5,0,8,19
,,2012/12/10,23,2,0,4,21
,,2012/12/11,36,4,0,4,32
,,2012/12/12,27,4,0,4,23
,,2012/12/13,27,1,0,2,26
,,2012/12/14,48,0,0,0,48
,,2012/12/15,24,2,0,3,22
,,2012/12/16,16,3,1,2,13
,,2012/12/17,50,3,0,8,47
,,2012/12/18,29,5,0,6,24
,,2012/12/19,33,1,0,1,32
,,2012/12/20,34,2,0,2,32
,,2012/12/21,39,7,2,6,32
,,2012/12/22,30,5,1,6,25
,,2012/12/23,33,4,1,9,29
,,2012/12/24,19,3,0,6,16
,,2012/12/25,8,0,0,0,8
,,2012/12/26,13,2,1,2,11
,,2012/12/27,25,2,0,3,23
,,2012/12/28,17,1,0,2,16
,,2012/12/29,25,2,0,5,23
,,2012/12/30,25,5,0,7,20
,,2012/12/31,32,1,1,2,31
,WOJ. ŁÓDZKIE,,26701,3905,296,4845,22796
,,2012/01/01,41,7,0,11,34
,,2012/01/02,51,12,3,13,39
,,2012/01/03,88,9,0,11,79
,,2012/01/04,65,5,0,7,60
,,2012/01/05,93,13,2,15,80
,,2012/01/06,27,5,0,8,22
,,2012/01/07,46,4,1,6,42
,,2012/01/08,43,8,1,8,35
,,2012/01/09,74,10,0,11,64
,,2012/01/10,88,14,0,16,74
,,2012/01/11,79,7,1,8,72
,,2012/01/12,75,13,1,13,62
,,2012/01/13,98,11,0,16,87
,,2012/01/14,61,5,0,9,56
,,2012/01/15,55,6,0,7,49
,,2012/01/16,80,4,0,5,76
,,2012/01/17,70,9,1,11,61
,,2012/01/18,75,8,1,9,67
,,2012/01/19,100,9,0,10,91
,,2012/01/20,86,7,1,6,79
,,2012/01/21,75,5,1,4,70
,,2012/01/22,38,7,0,8,31
,,2012/01/23,74,7,1,8,67
,,2012/01/24,90,12,0,16,78
,,2012/01/25,77,8,1,8,69
,,2012/01/26,69,5,0,5,64
,,2012/01/27,63,7,1,8,56
,,2012/01/28,45,4,0,10,41
,,2012/01/29,33,2,0,3,31
,,2012/01/30,75,10,0,11,65
,,2012/01/31,64,10,0,13,54
,,2012/02/01,50,12,1,12,38
,,2012/02/02,47,3,0,3,44
,,2012/02/03,74,11,1,11,63
,,2012/02/04,28,1,0,1,27
,,2012/02/05,31,6,1,8,25
,,2012/02/06,48,5,0,8,43
,,2012/02/07,56,6,1,7,50
,,2012/02/08,52,2,0,6,50
,,2012/02/09,85,14,0,18,71
,,2012/02/10,77,10,2,10,67
,,2012/02/11,57,8,1,14,49
,,2012/02/12,33,1,0,4,32
,,2012/02/13,85,8,1,10,77
,,2012/02/14,99,14,2,16,85
,,2012/02/15,177,8,0,14,169
,,2012/02/16,82,6,0,9,76
,,2012/02/17,94,7,0,7,87
,,2012/02/18,57,6,1,6,51
,,2012/02/19,36,4,0,4,32
,,2012/02/20,77,7,0,7,70
,,2012/02/21,54,6,0,6,48
,,2012/02/22,67,8,0,9,59
,,2012/02/23,109,13,0,14,96
,,2012/02/24,95,12,1,12,83
,,2012/02/25,60,7,2,7,53
,,2012/02/26,42,4,0,7,38
,,2012/02/27,87,14,0,15,73
,,2012/02/28,96,16,0,17,80
,,2012/02/29,106,11,1,17,95
,,2012/03/01,79,10,2,11,69
,,2012/03/02,75,9,0,11,66
,,2012/03/03,71,4,0,4,67
,,2012/03/04,32,2,0,3,30
,,2012/03/05,72,6,0,11,66
,,2012/03/06,55,8,0,8,47
,,2012/03/07,64,8,1,10,56
,,2012/03/08,76,8,0,13,68
,,2012/03/09,74,13,3,12,61
,,2012/03/10,49,6,1,7,43
,,2012/03/11,24,3,0,4,21
,,2012/03/12,73,11,0,14,62
,,2012/03/13,66,8,0,10,58
,,2012/03/14,71,6,2,5,65
,,2012/03/15,72,6,3,3,66
,,2012/03/16,74,6,0,11,68
,,2012/03/17,51,11,3,34,40
,,2012/03/18,45,9,1,10,36
,,2012/03/19,56,8,1,9,48
,,2012/03/20,75,11,1,11,64
,,2012/03/21,54,2,0,2,52
,,2012/03/22,59,8,0,10,51
,,2012/03/23,87,9,0,10,78
,,2012/03/24,63,10,0,17,53
,,2012/03/25,42,6,1,13,36
,,2012/03/26,78,9,0,10,69
,,2012/03/27,69,13,1,17,56
,,2012/03/28,69,8,1,14,61
,,2012/03/29,66,6,1,10,60
,,2012/03/30,117,14,1,16,103
,,2012/03/31,92,19,3,28,73
,,2012/04/01,34,3,4,2,31
,,2012/04/02,86,10,0,21,76
,,2012/04/03,68,10,0,11,58
,,2012/04/04,83,11,1,12,72
,,2012/04/05,65,7,0,16,58
,,2012/04/06,74,9,1,11,65
,,2012/04/07,41,7,2,7,34
,,2012/04/08,37,6,1,11,31
,,2012/04/09,30,4,0,16,26
,,2012/04/10,74,7,0,10,67
,,2012/04/11,65,8,1,8,57
,,2012/04/12,66,7,0,10,59
,,2012/04/13,75,12,0,12,63
,,2012/04/14,49,5,0,6,44
,,2012/04/15,56,7,0,10,49
,,2012/04/16,103,11,0,14,92
,,2012/04/17,65,9,1,11,56
,,2012/04/18,62,9,1,9,53
,,2012/04/19,59,7,0,8,52
,,2012/04/20,88,20,2,20,68
,,2012/04/21,76,13,1,17,63
,,2012/04/22,49,8,0,9,41
,,2012/04/23,93,24,1,25,69
,,2012/04/24,71,14,1,15,57
,,2012/04/25,83,8,0,12,75
,,2012/04/26,94,19,0,20,75
,,2012/04/27,113,23,2,28,90
,,2012/04/28,70,7,3,10,63
,,2012/04/29,44,16,2,22,28
,,2012/04/30,113,13,1,20,100
,,2012/05/01,39,9,0,13,30
,,2012/05/02,66,11,3,12,55
,,2012/05/03,39,7,1,9,32
,,2012/05/04,60,9,0,11,51
,,2012/05/05,47,8,0,10,39
,,2012/05/06,26,3,0,4,23
,,2012/05/07,78,15,1,15,63
,,2012/05/08,70,11,0,13,59
,,2012/05/09,70,12,0,13,58
,,2012/05/10,87,7,0,9,80
,,2012/05/11,99,23,4,29,76
,,2012/05/12,85,11,1,12,74
,,2012/05/13,54,12,1,19,42
,,2012/05/14,76,17,1,21,59
,,2012/05/15,72,15,1,18,57
,,2012/05/16,60,6,1,5,54
,,2012/05/17,76,11,1,11,65
,,2012/05/18,113,17,1,20,96
,,2012/05/19,74,11,2,13,63
,,2012/05/20,66,11,1,18,55
,,2012/05/21,84,11,1,15,73
,,2012/05/22,88,19,0,23,69
,,2012/05/23,77,8,0,11,69
,,2012/05/24,104,14,1,14,90
,,2012/05/25,84,15,1,16,69
,,2012/05/26,86,16,0,25,70
,,2012/05/27,56,12,1,16,44
,,2012/05/28,86,10,0,14,76
,,2012/05/29,84,20,0,25,64
,,2012/05/30,75,12,0,14,63
,,2012/05/31,68,3,0,3,65
,,2012/06/01,130,14,1,18,116
,,2012/06/02,56,9,0,16,47
,,2012/06/03,55,10,1,11,45
,,2012/06/04,74,11,0,11,63
,,2012/06/05,73,15,1,16,58
,,2012/06/06,100,14,1,16,86
,,2012/06/07,42,13,2,15,29
,,2012/06/08,67,12,0,15,55
,,2012/06/09,39,10,2,12,29
,,2012/06/10,61,7,0,11,54
,,2012/06/11,83,16,0,18,67
,,2012/06/12,83,13,0,15,70
,,2012/06/13,81,11,1,16,70
,,2012/06/14,102,15,3,17,87
,,2012/06/15,77,15,0,18,62
,,2012/06/16,60,7,1,10,53
,,2012/06/17,45,11,0,13,34
,,2012/06/18,83,19,2,21,64
,,2012/06/19,77,18,2,20,59
,,2012/06/20,62,12,0,14,50
,,2012/06/21,84,13,1,16,71
,,2012/06/22,67,8,0,8,59
,,2012/06/23,70,8,0,10,62
,,2012/06/24,52,11,2,16,41
,,2012/06/25,81,12,1,17,69
,,2012/06/26,58,5,0,7,53
,,2012/06/27,75,7,0,9,68
,,2012/06/28,78,11,0,12,67
,,2012/06/29,94,15,0,20,79
,,2012/06/30,41,7,1,8,34
,,2012/07/01,44,11,0,15,33
,,2012/07/02,81,12,1,14,69
,,2012/07/03,76,15,2,18,61
,,2012/07/04,64,16,1,17,48
,,2012/07/05,72,20,1,25,52
,,2012/07/06,87,10,2,10,77
,,2012/07/07,58,11,1,14,47
,,2012/07/08,63,11,1,20,52
,,2012/07/09,75,13,0,19,62
,,2012/07/10,77,17,0,19,60
,,2012/07/11,84,14,1,13,70
,,2012/07/12,95,16,1,21,79
,,2012/07/13,84,12,1,12,72
,,2012/07/14,57,10,0,12,47
,,2012/07/15,50,10,1,11,40
,,2012/07/16,84,15,0,17,69
,,2012/07/17,85,12,0,17,73
,,2012/07/18,64,10,1,10,54
,,2012/07/19,97,18,0,19,79
,,2012/07/20,68,9,0,12,59
,,2012/07/21,50,8,0,10,42
,,2012/07/22,49,7,0,16,42
,,2012/07/23,65,7,0,11,58
,,2012/07/24,72,12,1,12,60
,,2012/07/25,64,17,1,24,47
,,2012/07/26,73,6,0,7,67
,,2012/07/27,82,10,0,12,72
,,2012/07/28,63,9,2,10,54
,,2012/07/29,56,3,0,5,53
,,2012/07/30,80,15,12,16,65
,,2012/07/31,56,8,0,10,48
,,2012/08/01,70,15,1,21,55
,,2012/08/02,73,10,0,13,63
,,2012/08/03,71,9,0,12,62
,,2012/08/04,57,8,0,13,49
,,2012/08/05,45,10,1,21,35
,,2012/08/06,78,11,0,13,67
,,2012/08/07,89,15,0,21,74
,,2012/08/08,82,9,1,15,73
,,2012/08/09,72,12,1,11,60
,,2012/08/10,101,21,3,27,80
,,2012/08/11,66,9,1,15,57
,,2012/08/12,37,6,1,10,31
,,2012/08/13,83,10,0,15,73
,,2012/08/14,77,10,2,9,67
,,2012/08/15,65,17,1,26,48
,,2012/08/16,56,10,0,13,46
,,2012/08/17,66,8,0,8,58
,,2012/08/18,50,8,2,12,42
,,2012/08/19,47,7,1,11,40
,,2012/08/20,71,11,1,13,60
,,2012/08/21,78,13,1,15,65
,,2012/08/22,95,10,0,12,85
,,2012/08/23,79,16,0,19,63
,,2012/08/24,66,8,1,7,58
,,2012/08/25,54,13,2,14,41
,,2012/08/26,61,11,0,12,50
,,2012/08/27,70,9,0,10,61
,,2012/08/28,84,11,2,17,73
,,2012/08/29,75,14,0,18,61
,,2012/08/30,78,12,1,14,66
,,2012/08/31,109,13,1,15,96
,,2012/09/01,81,12,2,11,69
,,2012/09/02,47,7,1,10,40
,,2012/09/03,79,11,0,11,68
,,2012/09/04,70,10,1,9,60
,,2012/09/05,63,17,0,24,46
,,2012/09/06,71,11,2,10,60
,,2012/09/07,92,11,0,12,81
,,2012/09/08,76,15,2,19,61
,,2012/09/09,58,10,2,12,48
,,2012/09/10,87,12,3,10,75
,,2012/09/11,76,19,0,22,57
,,2012/09/12,86,12,0,12,74
,,2012/09/13,143,21,3,34,122
,,2012/09/14,111,19,1,22,92
,,2012/09/15,59,9,1,8,50
,,2012/09/16,52,9,2,18,43
,,2012/09/17,102,19,0,21,83
,,2012/09/18,103,14,0,16,89
,,2012/09/19,89,12,0,12,77
,,2012/09/20,75,8,3,6,67
,,2012/09/21,106,15,0,17,91
,,2012/09/22,79,16,1,17,63
,,2012/09/23,51,7,2,8,44
,,2012/09/24,93,10,0,15,83
,,2012/09/25,63,7,1,6,56
,,2012/09/26,98,10,0,11,88
,,2012/09/27,92,13,1,18,79
,,2012/09/28,112,18,0,31,94
,,2012/09/29,75,18,2,20,57
,,2012/09/30,56,12,0,18,44
,,2012/10/01,99,15,0,21,84
,,2012/10/02,67,11,2,20,56
,,2012/10/03,80,9,0,13,71
,,2012/10/04,102,11,0,12,91
,,2012/10/05,89,12,0,16,77
,,2012/10/06,80,16,2,18,64
,,2012/10/07,48,3,0,5,45
,,2012/10/08,71,14,1,16,57
,,2012/10/09,91,6,0,7,85
,,2012/10/10,81,17,3,18,64
,,2012/10/11,83,7,1,8,76
,,2012/10/12,120,17,2,20,103
,,2012/10/13,104,14,0,20,90
,,2012/10/14,45,10,3,9,35
,,2012/10/15,90,12,2,14,78
,,2012/10/16,114,18,4,20,96
,,2012/10/17,97,13,0,15,84
,,2012/10/18,90,17,1,16,73
,,2012/10/19,104,12,0,16,92
,,2012/10/20,105,15,0,17,90
,,2012/10/21,65,15,1,21,50
,,2012/10/22,90,13,1,14,77
,,2012/10/23,77,10,0,10,67
,,2012/10/24,80,8,0,9,72
,,2012/10/25,90,8,1,7,82
,,2012/10/26,109,18,1,23,91
,,2012/10/27,122,7,0,11,115
,,2012/10/28,57,8,0,9,49
,,2012/10/29,95,11,0,19,84
,,2012/10/30,101,15,0,18,86
,,2012/10/31,151,17,1,20,134
,,2012/11/01,50,6,1,18,44
,,2012/11/02,88,12,1,14,76
,,2012/11/03,56,8,0,9,48
,,2012/11/04,52,9,1,10,43
,,2012/11/05,100,10,1,10,90
,,2012/11/06,85,14,0,17,71
,,2012/11/07,75,10,1,9,65
,,2012/11/08,74,11,1,17,63
,,2012/11/09,89,15,2,21,74
,,2012/11/10,52,7,0,7,45
,,2012/11/11,40,7,0,7,33
,,2012/11/12,89,12,0,14,77
,,2012/11/13,65,10,2,8,55
,,2012/11/14,85,10,0,13,75
,,2012/11/15,75,7,1,8,68
,,2012/11/16,85,11,0,14,74
,,2012/11/17,61,12,1,15,49
,,2012/11/18,48,6,4,8,42
,,2012/11/19,68,7,3,7,61
,,2012/11/20,70,8,1,12,62
,,2012/11/21,59,6,0,6,53
,,2012/11/22,83,14,2,17,69
,,2012/11/23,103,22,2,25,81
,,2012/11/24,60,10,0,11,50
,,2012/11/25,51,8,0,14,43
,,2012/11/26,80,14,1,19,66
,,2012/11/27,113,25,2,31,88
,,2012/11/28,73,15,3,14,58
,,2012/11/29,92,13,0,16,79
,,2012/11/30,112,25,6,22,87
,,2012/12/01,70,9,2,8,61
,,2012/12/02,37,6,0,14,31
,,2012/12/03,69,16,1,22,53
,,2012/12/04,62,8,2,12,54
,,2012/12/05,99,15,1,18,84
,,2012/12/06,115,9,0,9,106
,,2012/12/07,126,21,0,25,105
,,2012/12/08,62,10,0,14,52
,,2012/12/09,26,5,0,9,21
,,2012/12/10,91,13,1,15,78
,,2012/12/11,103,11,0,14,92
,,2012/12/12,95,15,0,16,80
,,2012/12/13,95,20,1,23,75
,,2012/12/14,93,9,2,9,84
,,2012/12/15,53,10,2,13,43
,,2012/12/16,43,6,1,5,37
,,2012/12/17,92,11,0,16,81
,,2012/12/18,83,9,0,12,74
,,2012/12/19,67,12,0,15,55
,,2012/12/20,88,16,1,17,72
,,2012/12/21,90,14,0,19,76
,,2012/12/22,45,5,0,6,40
,,2012/12/23,52,5,1,5,47
,,2012/12/24,54,3,0,3,51
,,2012/12/25,27,9,0,11,18
,,2012/12/26,34,10,4,16,24
,,2012/12/27,86,14,1,18,72
,,2012/12/28,61,12,0,15,49
,,2012/12/29,41,9,1,11,32
,,2012/12/30,25,7,1,8,18
,,2012/12/31,68,10,1,11,58
,WOJ. MAŁOPOLSKIE,,29772,3903,253,4777,25869
,,2012/01/01,57,8,1,10,49
,,2012/01/02,80,11,1,11,69
,,2012/01/03,82,8,0,8,74
,,2012/01/04,86,13,0,14,73
,,2012/01/05,99,16,2,14,83
,,2012/01/06,56,8,0,13,48
,,2012/01/07,56,7,1,11,49
,,2012/01/08,62,12,3,13,50
,,2012/01/09,87,10,0,11,77
,,2012/01/10,95,12,0,15,83
,,2012/01/11,70,13,1,18,57
,,2012/01/12,77,9,0,9,68
,,2012/01/13,144,13,2,12,131
,,2012/01/14,109,10,0,12,99
,,2012/01/15,63,4,0,6,59
,,2012/01/16,82,8,1,7,74
,,2012/01/17,74,7,1,6,67
,,2012/01/18,74,12,1,16,62
,,2012/01/19,89,8,1,9,81
,,2012/01/20,119,13,0,25,106
,,2012/01/21,70,10,1,10,60
,,2012/01/22,65,4,1,3,61
,,2012/01/23,80,7,0,7,73
,,2012/01/24,73,2,0,4,71
,,2012/01/25,92,8,0,11,84
,,2012/01/26,104,9,0,22,95
,,2012/01/27,96,7,1,6,89
,,2012/01/28,76,7,0,11,69
,,2012/01/29,47,3,0,3,44
,,2012/01/30,62,5,0,6,57
,,2012/01/31,68,6,0,9,62
,,2012/02/01,76,7,0,8,69
,,2012/02/02,90,11,1,15,79
,,2012/02/03,87,10,0,13,77
,,2012/02/04,58,3,0,3,55
,,2012/02/05,45,4,0,5,41
,,2012/02/06,118,5,0,6,113
,,2012/02/07,88,11,2,15,77
,,2012/02/08,96,13,0,17,83
,,2012/02/09,114,9,0,11,105
,,2012/02/10,123,9,0,10,114
,,2012/02/11,99,9,0,10,90
,,2012/02/12,60,5,0,6,55
,,2012/02/13,78,2,0,2,76
,,2012/02/14,74,9,2,9,65
,,2012/02/15,135,14,0,16,121
,,2012/02/16,96,3,0,3,93
,,2012/02/17,108,9,0,17,99
,,2012/02/18,54,8,0,15,46
,,2012/02/19,31,3,0,3,28
,,2012/02/20,68,7,0,10,61
,,2012/02/21,71,12,2,14,59
,,2012/02/22,82,6,1,7,76
,,2012/02/23,85,11,0,12,74
,,2012/02/24,73,6,1,6,67
,,2012/02/25,66,4,0,4,62
,,2012/02/26,70,6,1,8,64
,,2012/02/27,84,6,0,6,78
,,2012/02/28,120,8,1,14,112
,,2012/02/29,79,8,0,10,71
,,2012/03/01,78,13,1,14,65
,,2012/03/02,79,9,1,12,70
,,2012/03/03,78,11,1,17,67
,,2012/03/04,34,3,0,7,31
,,2012/03/05,77,10,1,12,67
,,2012/03/06,72,12,0,13,60
,,2012/03/07,74,8,2,6,66
,,2012/03/08,59,5,0,5,54
,,2012/03/09,76,6,1,6,70
,,2012/03/10,82,13,0,19,69
,,2012/03/11,43,5,3,5,38
,,2012/03/12,88,8,1,7,80
,,2012/03/13,72,4,0,4,68
,,2012/03/14,79,6,1,6,73
,,2012/03/15,80,8,1,11,72
,,2012/03/16,101,9,1,10,92
,,2012/03/17,79,14,0,19,65
,,2012/03/18,54,7,2,8,47
,,2012/03/19,62,5,1,6,57
,,2012/03/20,82,11,1,13,71
,,2012/03/21,63,8,0,8,55
,,2012/03/22,72,6,0,6,66
,,2012/03/23,86,10,0,10,76
,,2012/03/24,66,9,1,12,57
,,2012/03/25,49,7,1,8,42
,,2012/03/26,74,11,0,14,63
,,2012/03/27,75,8,1,7,67
,,2012/03/28,69,9,0,9,60
,,2012/03/29,79,12,1,16,67
,,2012/03/30,112,11,1,10,101
,,2012/03/31,78,5,0,5,73
,,2012/04/01,42,4,0,5,38
,,2012/04/02,70,4,0,7,66
,,2012/04/03,86,12,0,12,74
,,2012/04/04,92,15,3,15,77
,,2012/04/05,98,8,1,8,90
,,2012/04/06,80,8,1,10,72
,,2012/04/07,46,5,1,7,41
,,2012/04/08,37,4,0,6,33
,,2012/04/09,45,4,0,8,41
,,2012/04/10,82,9,0,13,73
,,2012/04/11,68,3,0,3,65
,,2012/04/12,87,13,0,14,74
,,2012/04/13,96,13,0,13,83
,,2012/04/14,65,13,0,15,52
,,2012/04/15,60,10,0,20,50
,,2012/04/16,90,7,0,8,83
,,2012/04/17,69,2,0,4,67
,,2012/04/18,70,7,0,8,63
,,2012/04/19,73,8,0,10,65
,,2012/04/20,88,13,0,14,75
,,2012/04/21,68,10,0,10,58
,,2012/04/22,49,6,1,7,43
,,2012/04/23,84,11,0,12,73
,,2012/04/24,74,12,0,12,62
,,2012/04/25,78,6,0,9,72
,,2012/04/26,87,16,0,17,71
,,2012/04/27,91,18,1,24,73
,,2012/04/28,90,11,1,16,79
,,2012/04/29,54,10,1,11,44
,,2012/04/30,108,12,1,13,96
,,2012/05/01,48,11,0,12,37
,,2012/05/02,83,12,1,12,71
,,2012/05/03,55,12,1,23,43
,,2012/05/04,109,17,0,23,92
,,2012/05/05,51,6,0,12,45
,,2012/05/06,75,12,0,15,63
,,2012/05/07,86,6,2,10,80
,,2012/05/08,75,12,0,16,63
,,2012/05/09,73,9,0,10,64
,,2012/05/10,86,12,1,13,74
,,2012/05/11,91,14,1,20,77
,,2012/05/12,85,12,0,16,73
,,2012/05/13,60,9,1,13,51
,,2012/05/14,73,8,0,8,65
,,2012/05/15,91,12,1,13,79
,,2012/05/16,83,13,0,17,70
,,2012/05/17,88,12,1,17,76
,,2012/05/18,89,16,0,21,73
,,2012/05/19,59,10,1,11,49
,,2012/05/20,67,10,1,12,57
,,2012/05/21,89,15,0,18,74
,,2012/05/22,82,10,0,12,72
,,2012/05/23,82,21,1,28,61
,,2012/05/24,80,13,2,13,67
,,2012/05/25,96,20,1,28,76
,,2012/05/26,81,16,2,16,65
,,2012/05/27,58,12,4,18,46
,,2012/05/28,95,14,2,12,81
,,2012/05/29,67,10,0,11,57
,,2012/05/30,74,16,1,17,58
,,2012/05/31,81,6,0,7,75
,,2012/06/01,130,9,0,15,121
,,2012/06/02,65,12,1,17,53
,,2012/06/03,66,9,0,12,57
,,2012/06/04,86,11,2,9,75
,,2012/06/05,127,13,0,15,114
,,2012/06/06,91,11,0,11,80
,,2012/06/07,47,14,2,16,33
,,2012/06/08,79,14,0,16,65
,,2012/06/09,51,7,1,9,44
,,2012/06/10,46,9,1,20,37
,,2012/06/11,74,9,1,14,65
,,2012/06/12,95,6,0,7,89
,,2012/06/13,84,13,0,16,71
,,2012/06/14,83,16,1,21,67
,,2012/06/15,77,8,0,10,69
,,2012/06/16,73,13,0,13,60
,,2012/06/17,56,12,2,17,44
,,2012/06/18,78,18,2,17,60
,,2012/06/19,76,15,1,17,61
,,2012/06/20,81,11,1,14,70
,,2012/06/21,98,24,0,33,74
,,2012/06/22,88,11,0,20,77
,,2012/06/23,57,10,1,12,47
,,2012/06/24,64,12,2,14,52
,,2012/06/25,86,19,2,32,67
,,2012/06/26,69,12,0,13,57
,,2012/06/27,70,7,0,8,63
,,2012/06/28,74,14,0,15,60
,,2012/06/29,109,15,2,17,94
,,2012/06/30,70,11,2,14,59
,,2012/07/01,63,10,0,12,53
,,2012/07/02,76,3,0,3,73
,,2012/07/03,85,13,0,13,72
,,2012/07/04,93,14,1,18,79
,,2012/07/05,78,12,0,14,66
,,2012/07/06,98,15,0,17,83
,,2012/07/07,67,5,0,5,62
,,2012/07/08,79,7,1,16,72
,,2012/07/09,72,8,0,10,64
,,2012/07/10,74,14,0,26,60
,,2012/07/11,77,12,0,16,65
,,2012/07/12,85,12,2,14,73
,,2012/07/13,114,21,0,26,93
,,2012/07/14,69,10,1,14,59
,,2012/07/15,44,6,0,6,38
,,2012/07/16,111,15,1,22,96
,,2012/07/17,97,8,1,9,89
,,2012/07/18,77,14,0,21,63
,,2012/07/19,79,7,0,10,72
,,2012/07/20,68,15,1,20,53
,,2012/07/21,79,18,0,23,61
,,2012/07/22,70,18,1,19,52
,,2012/07/23,87,14,0,15,73
,,2012/07/24,91,13,0,16,78
,,2012/07/25,96,14,0,18,82
,,2012/07/26,67,10,0,19,57
,,2012/07/27,91,9,0,11,82
,,2012/07/28,75,9,0,9,66
,,2012/07/29,68,11,0,17,57
,,2012/07/30,98,19,0,25,79
,,2012/07/31,76,11,0,15,65
,,2012/08/01,93,12,0,12,81
,,2012/08/02,86,11,0,12,75
,,2012/08/03,110,23,3,24,87
,,2012/08/04,68,11,1,13,57
,,2012/08/05,64,5,0,7,59
,,2012/08/06,93,12,3,11,81
,,2012/08/07,76,14,0,25,62
,,2012/08/08,87,12,0,12,75
,,2012/08/09,84,16,0,21,68
,,2012/08/10,92,13,1,15,79
,,2012/08/11,179,24,0,37,155
,,2012/08/12,83,19,2,31,64
,,2012/08/13,91,11,1,15,80
,,2012/08/14,112,9,0,10,103
,,2012/08/15,37,3,0,3,34
,,2012/08/16,86,16,0,23,70
,,2012/08/17,58,4,0,4,54
,,2012/08/18,67,6,0,7,61
,,2012/08/19,70,17,1,23,53
,,2012/08/20,111,17,0,19,94
,,2012/08/21,75,8,1,12,67
,,2012/08/22,76,13,1,13,63
,,2012/08/23,96,12,0,13,84
,,2012/08/24,91,16,1,19,75
,,2012/08/25,85,14,0,18,71
,,2012/08/26,96,17,1,23,79
,,2012/08/27,77,6,1,10,71
,,2012/08/28,95,20,2,23,75
,,2012/08/29,62,8,2,8,54
,,2012/08/30,72,11,1,11,61
,,2012/08/31,85,16,0,22,69
,,2012/09/01,125,18,5,18,107
,,2012/09/02,35,11,1,12,24
,,2012/09/03,77,10,1,10,67
,,2012/09/04,65,7,0,8,58
,,2012/09/05,93,9,0,12,84
,,2012/09/06,90,11,1,11,79
,,2012/09/07,98,13,0,19,85
,,2012/09/08,84,16,3,33,68
,,2012/09/09,57,15,3,17,42
,,2012/09/10,97,25,6,26,72
,,2012/09/11,101,16,0,22,85
,,2012/09/12,76,13,0,16,63
,,2012/09/13,146,19,0,25,127
,,2012/09/14,112,19,2,21,93
,,2012/09/15,68,6,3,3,62
,,2012/09/16,53,7,2,8,46
,,2012/09/17,82,16,0,18,66
,,2012/09/18,80,11,0,11,69
,,2012/09/19,120,17,0,20,103
,,2012/09/20,128,13,1,20,115
,,2012/09/21,101,19,1,21,82
,,2012/09/22,80,15,1,23,65
,,2012/09/23,57,8,1,10,49
,,2012/09/24,83,11,0,14,72
,,2012/09/25,88,14,1,17,74
,,2012/09/26,96,11,1,14,85
,,2012/09/27,100,12,0,14,88
,,2012/09/28,122,20,2,20,102
,,2012/09/29,84,17,0,21,67
,,2012/09/30,75,7,3,4,68
,,2012/10/01,83,11,0,11,72
,,2012/10/02,69,7,0,10,62
,,2012/10/03,114,14,1,14,100
,,2012/10/04,87,16,0,16,71
,,2012/10/05,87,14,3,12,73
,,2012/10/06,85,16,1,23,69
,,2012/10/07,100,9,1,10,91
,,2012/10/08,94,10,0,10,84
,,2012/10/09,93,8,1,7,85
,,2012/10/10,82,11,0,13,71
,,2012/10/11,87,16,2,15,71
,,2012/10/12,107,9,0,12,98
,,2012/10/13,88,13,1,15,75
,,2012/10/14,59,12,2,16,47
,,2012/10/15,98,17,1,19,81
,,2012/10/16,112,12,1,15,100
,,2012/10/17,78,12,2,19,66
,,2012/10/18,102,15,1,18,87
,,2012/10/19,99,14,0,16,85
,,2012/10/20,85,15,2,23,70
,,2012/10/21,81,16,2,21,65
,,2012/10/22,92,11,1,13,81
,,2012/10/23,94,13,2,11,81
,,2012/10/24,64,5,0,5,59
,,2012/10/25,97,13,1,12,84
,,2012/10/26,101,11,2,9,90
,,2012/10/27,111,12,3,13,99
,,2012/10/28,63,6,0,11,57
,,2012/10/29,135,16,0,24,119
,,2012/10/30,102,11,0,11,91
,,2012/10/31,113,13,1,19,100
,,2012/11/01,67,8,0,11,59
,,2012/11/02,93,13,0,18,80
,,2012/11/03,53,7,0,8,46
,,2012/11/04,47,5,0,7,42
,,2012/11/05,114,15,0,19,99
,,2012/11/06,92,10,1,11,82
,,2012/11/07,76,12,3,11,64
,,2012/11/08,68,4,0,6,64
,,2012/11/09,92,11,0,14,81
,,2012/11/10,70,6,1,6,64
,,2012/11/11,47,7,1,6,40
,,2012/11/12,121,13,0,19,108
,,2012/11/13,72,10,0,10,62
,,2012/11/14,75,8,0,15,67
,,2012/11/15,86,9,2,10,77
,,2012/11/16,89,17,1,18,72
,,2012/11/17,80,11,1,15,69
,,2012/11/18,63,6,0,9,57
,,2012/11/19,89,13,2,11,76
,,2012/11/20,58,4,0,4,54
,,2012/11/21,89,9,1,10,80
,,2012/11/22,88,6,0,6,82
,,2012/11/23,121,20,0,23,101
