,,,,,,,
,,,,,,,
Rok zdarzenia:<Wszystkie>,2012r.,,,,,,
,,,,,,,
,,,Liczba Zdarzen,Liczba Wypadkow,Liczba Zabitych,Liczba Rannych,Liczba Kolizji
,,2012/12/03,76,3,0,3,73
,,2012/12/04,94,6,0,6,88
,,2012/12/05,74,3,0,3,71
,,2012/12/06,85,2,0,2,83
,,2012/12/07,79,1,0,1,78
,,2012/12/08,63,3,1,2,60
,,2012/12/09,44,4,2,4,40
,,2012/12/10,83,2,0,2,81
,,2012/12/11,65,2,0,2,63
,,2012/12/12,79,5,1,4,74
,,2012/12/13,79,2,0,2,77
,,2012/12/14,80,3,2,1,77
,,2012/12/15,86,5,1,5,81
,,2012/12/16,58,3,0,3,55
,,2012/12/17,73,2,0,2,71
,,2012/12/18,91,5,0,7,86
,,2012/12/19,96,1,0,1,95
,,2012/12/20,103,5,0,5,98
,,2012/12/21,112,4,1,3,108
,,2012/12/22,75,2,0,2,73
,,2012/12/23,48,2,1,2,46
,,2012/12/24,50,3,1,4,47
,,2012/12/25,20,2,1,1,18
,,2012/12/26,29,2,0,4,27
,,2012/12/27,78,6,1,8,72
,,2012/12/28,81,9,0,9,72
,,2012/12/29,56,3,0,12,53
,,2012/12/30,30,0,0,0,30
,,2012/12/31,63,4,0,4,59
,WOJ. LUBELSKIE,,19491,1625,243,1877,17866
,,2012/01/01,35,4,0,8,31
,,2012/01/02,51,3,0,3,48
,,2012/01/03,41,2,0,2,39
,,2012/01/04,55,7,1,10,48
,,2012/01/05,66,8,0,10,58
,,2012/01/06,25,2,0,3,23
,,2012/01/07,37,4,2,2,33
,,2012/01/08,35,1,0,1,34
,,2012/01/09,51,4,3,1,47
,,2012/01/10,54,4,1,3,50
,,2012/01/11,50,3,1,2,47
,,2012/01/12,57,4,1,7,53
,,2012/01/13,70,5,1,7,65
,,2012/01/14,71,4,0,4,67
,,2012/01/15,29,2,0,2,27
,,2012/01/16,63,3,0,3,60
,,2012/01/17,48,0,0,0,48
,,2012/01/18,48,2,0,3,46
,,2012/01/19,61,4,1,4,57
,,2012/01/20,82,7,1,16,75
,,2012/01/21,44,7,0,12,37
,,2012/01/22,39,3,0,4,36
,,2012/01/23,47,5,0,5,42
,,2012/01/24,60,3,1,2,57
,,2012/01/25,56,4,0,7,52
,,2012/01/26,61,2,0,2,59
,,2012/01/27,54,2,0,2,52
,,2012/01/28,37,4,4,1,33
,,2012/01/29,26,1,0,1,25
,,2012/01/30,52,4,1,3,48
,,2012/01/31,53,2,0,2,51
,,2012/02/01,37,0,0,0,37
,,2012/02/02,54,5,2,6,49
,,2012/02/03,46,1,0,1,45
,,2012/02/04,42,2,1,2,40
,,2012/02/05,23,1,0,1,22
,,2012/02/06,54,6,1,8,48
,,2012/02/07,60,1,0,1,59
,,2012/02/08,45,1,0,1,44
,,2012/02/09,55,7,1,7,48
,,2012/02/10,61,4,1,5,57
,,2012/02/11,40,4,0,4,36
,,2012/02/12,45,0,0,0,45
,,2012/02/13,45,4,1,4,41
,,2012/02/14,48,1,0,1,47
,,2012/02/15,76,5,2,3,71
,,2012/02/16,46,4,0,4,42
,,2012/02/17,79,3,0,6,76
,,2012/02/18,35,3,1,3,32
,,2012/02/19,28,1,0,3,27
,,2012/02/20,57,2,0,2,55
,,2012/02/21,39,5,0,5,34
,,2012/02/22,38,1,1,0,37
,,2012/02/23,48,2,0,2,46
,,2012/02/24,55,2,0,2,53
,,2012/02/25,30,3,0,3,27
,,2012/02/26,51,3,1,5,48
,,2012/02/27,82,3,1,6,79
,,2012/02/28,54,6,1,5,48
,,2012/02/29,56,6,1,14,50
,,2012/03/01,41,2,0,3,39
,,2012/03/02,50,2,0,2,48
,,2012/03/03,41,3,1,5,38
,,2012/03/04,29,2,0,2,27
,,2012/03/05,41,3,0,5,38
,,2012/03/06,37,3,0,3,34
,,2012/03/07,43,4,1,4,39
,,2012/03/08,54,8,0,8,46
,,2012/03/09,55,5,1,6,50
,,2012/03/10,33,3,0,3,30
,,2012/03/11,25,0,0,0,25
,,2012/03/12,42,4,0,7,38
,,2012/03/13,40,1,2,0,39
,,2012/03/14,38,2,0,2,36
,,2012/03/15,35,0,0,0,35
,,2012/03/16,67,3,1,2,64
,,2012/03/17,47,4,1,4,43
,,2012/03/18,33,5,0,8,28
,,2012/03/19,50,4,1,3,46
,,2012/03/20,44,3,0,3,41
,,2012/03/21,50,4,0,5,46
,,2012/03/22,38,2,1,1,36
,,2012/03/23,66,6,1,7,60
,,2012/03/24,45,3,0,4,42
,,2012/03/25,29,1,0,2,28
,,2012/03/26,50,0,0,0,50
,,2012/03/27,50,6,0,8,44
,,2012/03/28,41,6,0,6,35
,,2012/03/29,51,7,2,7,44
,,2012/03/30,69,2,0,3,67
,,2012/03/31,61,9,1,16,52
,,2012/04/01,25,1,0,2,24
,,2012/04/02,56,1,0,1,55
,,2012/04/03,53,7,2,5,46
,,2012/04/04,66,6,1,7,60
,,2012/04/05,44,1,0,1,43
,,2012/04/06,76,5,0,9,71
,,2012/04/07,41,1,0,1,40
,,2012/04/08,22,1,1,0,21
,,2012/04/09,47,5,0,5,42
,,2012/04/10,54,2,1,2,52
,,2012/04/11,47,5,1,4,42
,,2012/04/12,39,3,0,4,36
,,2012/04/13,56,1,2,1,55
,,2012/04/14,38,4,1,5,34
,,2012/04/15,33,1,0,3,32
,,2012/04/16,65,0,0,0,65
,,2012/04/17,45,4,1,5,41
,,2012/04/18,41,4,1,4,37
,,2012/04/19,64,5,1,4,59
,,2012/04/20,65,7,1,6,58
,,2012/04/21,48,5,1,8,43
,,2012/04/22,49,6,0,9,43
,,2012/04/23,46,1,0,1,45
,,2012/04/24,43,5,2,7,38
,,2012/04/25,65,3,0,5,62
,,2012/04/26,59,4,0,5,55
,,2012/04/27,64,7,0,9,57
,,2012/04/28,54,4,1,12,50
,,2012/04/29,61,11,1,13,50
,,2012/04/30,66,5,0,10,61
,,2012/05/01,35,7,1,7,28
,,2012/05/02,59,8,0,8,51
,,2012/05/03,32,7,0,9,25
,,2012/05/04,53,6,0,6,47
,,2012/05/05,50,2,0,2,48
,,2012/05/06,39,7,1,13,32
,,2012/05/07,55,3,1,2,52
,,2012/05/08,40,2,0,2,38
,,2012/05/09,37,4,0,6,33
,,2012/05/10,63,6,1,6,57
,,2012/05/11,59,3,0,4,56
,,2012/05/12,70,9,1,10,61
,,2012/05/13,33,6,1,7,27
,,2012/05/14,47,7,1,6,40
,,2012/05/15,44,2,0,2,42
,,2012/05/16,80,5,0,5,75
,,2012/05/17,84,8,0,9,76
,,2012/05/18,58,2,1,1,56
,,2012/05/19,53,5,0,5,48
,,2012/05/20,39,10,1,10,29
,,2012/05/21,72,7,0,7,65
,,2012/05/22,62,7,1,8,55
,,2012/05/23,49,4,0,4,45
,,2012/05/24,64,3,0,3,61
,,2012/05/25,68,4,1,3,64
,,2012/05/26,54,6,1,8,48
,,2012/05/27,43,4,0,6,39
,,2012/05/28,41,3,0,3,38
,,2012/05/29,54,6,1,7,48
,,2012/05/30,48,4,0,5,44
,,2012/05/31,61,9,1,11,52
,,2012/06/01,87,8,1,10,79
,,2012/06/02,44,2,1,1,42
,,2012/06/03,33,5,1,5,28
,,2012/06/04,50,4,2,2,46
,,2012/06/05,84,8,1,9,76
,,2012/06/06,56,3,0,4,53
,,2012/06/07,21,3,0,3,18
,,2012/06/08,63,8,0,9,55
,,2012/06/09,46,5,2,3,41
,,2012/06/10,38,5,0,5,33
,,2012/06/11,62,2,0,2,60
,,2012/06/12,55,5,0,5,50
,,2012/06/13,67,3,2,4,64
,,2012/06/14,67,6,1,9,61
,,2012/06/15,59,4,0,4,55
,,2012/06/16,60,7,2,5,53
,,2012/06/17,32,5,0,6,27
,,2012/06/18,51,6,0,6,45
,,2012/06/19,66,7,0,7,59
,,2012/06/20,63,4,0,4,59
,,2012/06/21,46,2,0,3,44
,,2012/06/22,66,4,0,4,62
,,2012/06/23,47,4,0,5,43
,,2012/06/24,45,7,0,8,38
,,2012/06/25,56,6,1,8,50
,,2012/06/26,51,3,0,3,48
,,2012/06/27,57,2,0,3,55
,,2012/06/28,48,2,1,1,46
,,2012/06/29,79,10,1,11,69
,,2012/06/30,43,5,4,7,38
,,2012/07/01,42,8,4,14,34
,,2012/07/02,36,3,0,3,33
,,2012/07/03,53,4,0,5,49
,,2012/07/04,57,8,1,8,49
,,2012/07/05,61,6,1,5,55
,,2012/07/06,73,8,2,10,65
,,2012/07/07,43,4,1,7,39
,,2012/07/08,54,7,2,10,47
,,2012/07/09,50,7,0,11,43
,,2012/07/10,55,3,0,3,52
,,2012/07/11,50,4,1,3,46
,,2012/07/12,60,6,1,5,54
,,2012/07/13,56,6,1,6,50
,,2012/07/14,50,6,0,10,44
,,2012/07/15,38,5,0,8,33
,,2012/07/16,48,5,1,5,43
,,2012/07/17,61,6,0,10,55
,,2012/07/18,37,2,0,3,35
,,2012/07/19,67,5,0,7,62
,,2012/07/20,65,8,3,12,57
,,2012/07/21,44,4,0,5,40
,,2012/07/22,40,10,3,12,30
,,2012/07/23,59,8,2,8,51
,,2012/07/24,55,6,3,10,49
,,2012/07/25,42,3,0,3,39
,,2012/07/26,44,3,1,3,41
,,2012/07/27,60,3,0,3,57
,,2012/07/28,58,10,2,12,48
,,2012/07/29,41,8,1,15,33
,,2012/07/30,73,8,0,12,65
,,2012/07/31,59,6,0,8,53
,,2012/08/01,63,6,3,7,57
,,2012/08/02,56,9,0,11,47
,,2012/08/03,63,11,2,12,52
,,2012/08/04,39,8,2,7,31
,,2012/08/05,55,8,5,16,47
,,2012/08/06,53,5,0,5,48
,,2012/08/07,47,4,0,6,43
,,2012/08/08,41,5,1,4,36
,,2012/08/09,60,5,0,6,55
,,2012/08/10,59,5,0,5,54
,,2012/08/11,43,4,0,4,39
,,2012/08/12,52,7,2,10,45
,,2012/08/13,94,8,0,13,86
,,2012/08/14,93,2,1,1,91
,,2012/08/15,31,2,0,2,29
,,2012/08/16,45,3,0,4,42
,,2012/08/17,42,4,0,5,38
,,2012/08/18,37,4,0,4,33
,,2012/08/19,36,4,1,7,32
,,2012/08/20,49,4,1,5,45
,,2012/08/21,59,5,0,7,54
,,2012/08/22,58,4,0,5,54
,,2012/08/23,63,5,0,5,58
,,2012/08/24,68,4,0,4,64
,,2012/08/25,49,1,0,1,48
,,2012/08/26,47,6,0,6,41
,,2012/08/27,48,6,0,7,42
,,2012/08/28,69,9,0,12,60
,,2012/08/29,50,2,0,3,48
,,2012/08/30,71,7,0,7,64
,,2012/08/31,70,7,1,7,63
,,2012/09/01,44,4,0,5,40
,,2012/09/02,39,7,1,8,32
,,2012/09/03,67,7,0,7,60
,,2012/09/04,52,5,0,8,47
,,2012/09/05,51,1,0,1,50
,,2012/09/06,76,7,2,9,69
,,2012/09/07,59,5,3,4,54
,,2012/09/08,45,8,4,8,37
,,2012/09/09,33,3,0,4,30
,,2012/09/10,65,6,0,6,59
,,2012/09/11,58,3,0,3,55
,,2012/09/12,52,5,0,5,47
,,2012/09/13,48,4,0,5,44
,,2012/09/14,74,8,1,11,66
,,2012/09/15,49,7,1,7,42
,,2012/09/16,32,5,2,3,27
,,2012/09/17,46,9,0,9,37
,,2012/09/18,66,7,2,9,59
,,2012/09/19,71,4,2,5,67
,,2012/09/20,78,7,1,8,71
,,2012/09/21,64,6,2,7,58
,,2012/09/22,48,4,0,7,44
,,2012/09/23,48,6,2,5,42
,,2012/09/24,47,4,1,4,43
,,2012/09/25,54,5,0,7,49
,,2012/09/26,54,7,0,10,47
,,2012/09/27,66,5,0,5,61
,,2012/09/28,78,5,0,6,73
,,2012/09/29,67,4,0,5,63
,,2012/09/30,59,4,2,5,55
,,2012/10/01,60,5,2,3,55
,,2012/10/02,57,6,0,7,51
,,2012/10/03,72,5,0,6,67
,,2012/10/04,62,4,0,4,58
,,2012/10/05,61,5,1,5,56
,,2012/10/06,51,3,0,3,48
,,2012/10/07,48,6,2,5,42
,,2012/10/08,58,7,0,10,51
,,2012/10/09,67,4,0,4,63
,,2012/10/10,50,2,0,2,48
,,2012/10/11,85,9,3,7,76
,,2012/10/12,86,8,4,7,78
,,2012/10/13,44,8,1,9,36
,,2012/10/14,51,4,0,4,47
,,2012/10/15,58,10,1,9,48
,,2012/10/16,70,8,2,8,62
,,2012/10/17,49,5,2,6,44
,,2012/10/18,73,4,0,4,69
,,2012/10/19,81,4,1,3,77
,,2012/10/20,68,6,0,9,62
,,2012/10/21,48,9,2,10,39
,,2012/10/22,64,4,2,5,60
,,2012/10/23,63,4,0,4,59
,,2012/10/24,56,1,0,1,55
,,2012/10/25,63,2,0,2,61
,,2012/10/26,62,7,0,8,55
,,2012/10/27,73,7,0,11,66
,,2012/10/28,27,2,0,2,25
,,2012/10/29,81,5,0,5,76
,,2012/10/30,52,4,0,5,48
,,2012/10/31,88,4,0,4,84
,,2012/11/01,55,3,0,4,52
,,2012/11/02,59,5,3,4,54
,,2012/11/03,49,6,2,4,43
,,2012/11/04,30,2,1,1,28
,,2012/11/05,62,0,0,0,62
,,2012/11/06,50,5,2,3,45
,,2012/11/07,74,6,0,8,68
,,2012/11/08,52,6,0,6,46
,,2012/11/09,70,4,0,5,66
,,2012/11/10,47,3,0,4,44
,,2012/11/11,23,0,0,0,23
,,2012/11/12,65,5,1,4,60
,,2012/11/13,50,3,1,2,47
,,2012/11/14,50,6,2,4,44
,,2012/11/15,51,4,1,3,47
,,2012/11/16,53,4,1,5,49
,,2012/11/17,40,2,0,2,38
,,2012/11/18,34,1,0,1,33
,,2012/11/19,41,1,0,1,40
,,2012/11/20,47,4,2,4,43
,,2012/11/21,55,4,1,3,51
,,2012/11/22,47,6,2,4,41
,,2012/11/23,58,9,2,7,49
,,2012/11/24,51,1,0,1,50
,,2012/11/25,30,6,2,6,24
,,2012/11/26,57,3,2,6,54
,,2012/11/27,47,4,1,4,43
,,2012/11/28,52,5,3,2,47
,,2012/11/29,59,5,1,5,54
,,2012/11/30,55,3,1,2,52
,,2012/12/01,65,4,2,3,61
,,2012/12/02,34,5,0,7,29
,,2012/12/03,102,5,0,7,97
,,2012/12/04,61,2,0,3,59
,,2012/12/05,55,1,0,2,54
,,2012/12/06,45,4,0,4,41
,,2012/12/07,105,7,0,8,98
,,2012/12/08,52,2,0,3,50
,,2012/12/09,28,3,0,5,25
,,2012/12/10,51,6,0,9,45
,,2012/12/11,50,1,0,1,49
,,2012/12/12,72,1,1,0,71
,,2012/12/13,64,4,0,5,60
,,2012/12/14,76,4,0,4,72
,,2012/12/15,55,11,2,10,44
,,2012/12/16,57,2,0,2,55
,,2012/12/17,63,5,2,3,58
,,2012/12/18,67,3,0,8,64
,,2012/12/19,82,4,4,2,78
,,2012/12/20,71,0,0,0,71
,,2012/12/21,85,6,2,4,79
,,2012/12/22,54,1,0,1,53
,,2012/12/23,49,3,0,3,46
,,2012/12/24,41,3,0,3,38
,,2012/12/25,33,5,1,4,28
,,2012/12/26,30,4,1,3,26
,,2012/12/27,97,8,0,10,89
,,2012/12/28,52,2,0,2,50
,,2012/12/29,38,2,1,2,36
,,2012/12/30,25,1,0,2,24
,,2012/12/31,58,3,0,6,55
,WOJ. LUBUSKIE,,10308,803,99,1086,9505
,,2012/01/01,14,0,0,0,14
,,2012/01/02,38,3,0,3,35
,,2012/01/03,30,0,0,0,30
,,2012/01/04,17,1,0,5,16
,,2012/01/05,52,5,2,14,47
,,2012/01/06,17,1,0,1,16
,,2012/01/07,22,1,0,1,21
,,2012/01/08,39,3,0,4,36
,,2012/01/09,37,3,1,2,34
,,2012/01/10,25,2,0,2,23
,,2012/01/11,43,2,2,7,41
,,2012/01/12,38,3,0,3,35
,,2012/01/13,34,2,0,2,32
,,2012/01/14,19,0,0,0,19
,,2012/01/15,12,0,0,0,12
,,2012/01/16,39,2,0,4,37
,,2012/01/17,21,1,0,1,20
,,2012/01/18,29,1,0,1,28
,,2012/01/19,34,2,0,2,32
,,2012/01/20,33,0,0,0,33
,,2012/01/21,24,1,0,2,23
,,2012/01/22,21,1,0,4,20
,,2012/01/23,22,1,0,1,21
,,2012/01/24,40,1,0,1,39
,,2012/01/25,16,0,0,0,16
,,2012/01/26,26,1,0,1,25
,,2012/01/27,17,2,0,2,15
,,2012/01/28,8,0,0,0,8
,,2012/01/29,11,2,0,2,9
,,2012/01/30,27,0,0,0,27
,,2012/01/31,19,4,3,5,15
,,2012/02/01,26,2,1,2,24
,,2012/02/02,23,3,0,3,20
,,2012/02/03,30,0,0,0,30
,,2012/02/04,28,2,0,2,26
,,2012/02/05,10,0,0,0,10
,,2012/02/06,38,2,0,2,36
,,2012/02/07,30,2,0,4,28
,,2012/02/08,25,1,1,2,24
,,2012/02/09,62,5,0,7,57
,,2012/02/10,32,1,0,1,31
,,2012/02/11,27,0,0,0,27
,,2012/02/12,25,1,0,1,24
,,2012/02/13,25,2,1,1,23
,,2012/02/14,27,4,0,4,23
,,2012/02/15,41,3,2,4,38
,,2012/02/16,26,1,1,1,25
,,2012/02/17,24,1,0,1,23
,,2012/02/18,31,2,0,2,29
,,2012/02/19,15,1,0,2,14
,,2012/02/20,32,1,0,2,31
,,2012/02/21,30,0,0,0,30
,,2012/02/22,17,2,0,2,15
,,2012/02/23,23,2,1,18,21
,,2012/02/24,27,1,0,2,26
,,2012/02/25,19,1,0,2,18
,,2012/02/26,16,0,0,0,16
,,2012/02/27,28,1,0,2,27
,,2012/02/28,42,1,0,2,41
,,2012/02/29,32,1,0,1,31
,,2012/03/01,30,1,0,2,29
,,2012/03/02,24,1,0,1,23
,,2012/03/03,31,3,0,3,28
,,2012/03/04,13,0,0,0,13
,,2012/03/05,34,0,0,0,34
,,2012/03/06,27,1,1,0,26
,,2012/03/07,36,0,0,0,36
,,2012/03/08,44,1,0,1,43
,,2012/03/09,52,3,0,3,49
,,2012/03/10,28,0,0,0,28
,,2012/03/11,11,0,0,0,11
,,2012/03/12,34,1,0,1,33
,,2012/03/13,17,2,0,3,15
,,2012/03/14,12,0,0,0,12
,,2012/03/15,26,1,0,1,25
,,2012/03/16,40,2,1,2,38
,,2012/03/17,18,6,1,10,12
,,2012/03/18,19,1,0,1,18
,,2012/03/19,19,0,0,0,19
,,2012/03/20,22,0,0,0,22
,,2012/03/21,22,2,0,3,20
,,2012/03/22,22,0,0,0,22
,,2012/03/23,38,1,0,1,37
,,2012/03/24,24,1,0,3,23
,,2012/03/25,22,2,0,2,20
,,2012/03/26,25,1,0,1,24
,,2012/03/27,24,0,0,0,24
,,2012/03/28,25,1,0,1,24
,,2012/03/29,22,0,0,0,22
,,2012/03/30,25,1,0,1,24
,,2012/03/31,23,2,1,2,21
,,2012/04/01,8,0,0,0,8
,,2012/04/02,31,0,0,0,31
,,2012/04/03,35,3,2,2,32
,,2012/04/04,43,5,0,5,38
,,2012/04/05,17,2,0,6,15
,,2012/04/06,27,2,0,2,25
,,2012/04/07,37,3,0,7,34
,,2012/04/08,9,0,0,0,9
,,2012/04/09,10,1,1,0,9
,,2012/04/10,34,1,0,2,33
,,2012/04/11,25,1,0,1,24
,,2012/04/12,39,0,0,0,39
,,2012/04/13,19,3,3,6,16
,,2012/04/14,18,1,1,0,17
,,2012/04/15,15,1,0,1,14
,,2012/04/16,28,2,1,2,26
,,2012/04/17,27,1,2,0,26
,,2012/04/18,20,0,0,0,20
,,2012/04/19,24,0,0,0,24
,,2012/04/20,40,2,2,2,38
,,2012/04/21,20,1,0,2,19
,,2012/04/22,21,3,1,2,18
,,2012/04/23,31,3,0,3,28
,,2012/04/24,42,3,1,2,39
,,2012/04/25,28,1,0,1,27
,,2012/04/26,29,1,0,1,28
,,2012/04/27,31,1,0,1,30
,,2012/04/28,21,1,0,1,20
,,2012/04/29,13,1,0,1,12
,,2012/04/30,29,3,0,3,26
,,2012/05/01,23,2,0,2,21
,,2012/05/02,34,6,0,7,28
,,2012/05/03,32,1,1,2,31
,,2012/05/04,21,0,0,0,21
,,2012/05/05,27,4,0,4,23
,,2012/05/06,17,1,0,1,16
,,2012/05/07,38,2,0,2,36
,,2012/05/08,31,1,0,1,30
,,2012/05/09,21,1,0,2,20
,,2012/05/10,25,1,0,2,24
,,2012/05/11,39,4,2,4,35
,,2012/05/12,29,0,0,0,29
,,2012/05/13,23,3,0,5,20
,,2012/05/14,18,3,0,4,15
,,2012/05/15,20,1,0,1,19
,,2012/05/16,21,1,0,2,20
,,2012/05/17,25,2,0,2,23
,,2012/05/18,30,3,0,3,27
,,2012/05/19,37,4,1,4,33
,,2012/05/20,22,2,0,2,20
,,2012/05/21,23,2,0,4,21
,,2012/05/22,35,1,0,1,34
,,2012/05/23,25,1,0,1,24
,,2012/05/24,30,6,1,6,24
,,2012/05/25,32,4,2,9,28
,,2012/05/26,26,1,0,1,25
,,2012/05/27,19,4,0,5,15
,,2012/05/28,41,4,0,5,37
,,2012/05/29,26,4,0,4,22
,,2012/05/30,21,2,0,2,19
,,2012/05/31,16,1,0,1,15
,,2012/06/01,38,3,0,4,35
,,2012/06/02,17,1,0,1,16
,,2012/06/03,26,1,1,0,25
,,2012/06/04,40,2,1,1,38
,,2012/06/05,41,7,0,7,34
,,2012/06/06,41,2,0,4,39
,,2012/06/07,14,2,1,3,12
,,2012/06/08,49,8,1,8,41
,,2012/06/09,26,4,0,6,22
,,2012/06/10,13,0,0,0,13
,,2012/06/11,25,0,0,0,25
,,2012/06/12,22,3,0,3,19
,,2012/06/13,18,0,0,0,18
,,2012/06/14,29,4,0,6,25
,,2012/06/15,32,2,0,5,30
,,2012/06/16,25,3,0,3,22
,,2012/06/17,20,2,0,2,18
,,2012/06/18,26,2,0,2,24
,,2012/06/19,24,1,0,1,23
,,2012/06/20,34,1,0,2,33
,,2012/06/21,26,2,1,2,24
,,2012/06/22,42,1,0,1,41
,,2012/06/23,31,2,0,3,29
,,2012/06/24,15,2,1,1,13
,,2012/06/25,39,2,0,3,37
,,2012/06/26,28,3,1,5,25
,,2012/06/27,33,4,0,4,29
,,2012/06/28,29,2,0,4,27
,,2012/06/29,36,2,0,2,34
,,2012/06/30,31,4,0,7,27
,,2012/07/01,21,4,2,8,17
,,2012/07/02,34,5,2,7,29
,,2012/07/03,32,2,0,3,30
,,2012/07/04,27,2,0,5,25
,,2012/07/05,27,3,0,6,24
,,2012/07/06,39,3,0,5,36
,,2012/07/07,25,5,1,5,20
,,2012/07/08,22,1,0,1,21
,,2012/07/09,34,7,1,12,27
,,2012/07/10,27,3,0,5,24
,,2012/07/11,31,4,0,4,27
,,2012/07/12,38,4,0,6,34
,,2012/07/13,36,4,0,6,32
,,2012/07/14,40,3,0,3,37
,,2012/07/15,19,3,0,4,16
,,2012/07/16,26,0,0,0,26
,,2012/07/17,22,3,0,5,19
,,2012/07/18,23,2,0,4,21
,,2012/07/19,32,2,0,2,30
,,2012/07/20,28,1,0,1,27
,,2012/07/21,27,3,0,4,24
,,2012/07/22,22,2,0,2,20
,,2012/07/23,28,3,0,4,25
,,2012/07/24,21,0,0,0,21
,,2012/07/25,34,5,0,5,29
,,2012/07/26,27,5,0,6,22
,,2012/07/27,27,2,0,2,25
,,2012/07/28,30,2,0,2,28
,,2012/07/29,20,3,0,4,17
,,2012/07/30,34,3,0,7,31
,,2012/07/31,28,3,0,3,25
,,2012/08/01,30,3,1,7,27
,,2012/08/02,29,2,1,1,27
,,2012/08/03,42,5,0,6,37
,,2012/08/04,25,4,0,7,21
,,2012/08/05,32,3,3,4,29
,,2012/08/06,28,0,0,0,28
,,2012/08/07,29,1,0,1,28
,,2012/08/08,26,3,0,3,23
,,2012/08/09,27,0,0,0,27
,,2012/08/10,45,3,0,4,42
,,2012/08/11,35,3,0,4,32
,,2012/08/12,25,1,1,3,24
,,2012/08/13,26,1,0,1,25
,,2012/08/14,34,5,0,6,29
,,2012/08/15,13,1,0,6,12
,,2012/08/16,23,1,0,1,22
,,2012/08/17,19,2,2,1,17
,,2012/08/18,20,1,0,1,19
,,2012/08/19,28,4,0,4,24
,,2012/08/20,30,1,0,1,29
,,2012/08/21,27,4,0,11,23
,,2012/08/22,19,0,0,0,19
,,2012/08/23,23,3,0,5,20
,,2012/08/24,36,2,0,5,34
,,2012/08/25,39,4,1,3,35
,,2012/08/26,19,2,1,5,17
,,2012/08/27,25,1,0,1,24
,,2012/08/28,30,2,0,2,28
,,2012/08/29,23,1,0,1,22
,,2012/08/30,26,3,0,4,23
,,2012/08/31,66,10,0,14,56
,,2012/09/01,31,4,1,5,27
,,2012/09/02,14,0,0,0,14
,,2012/09/03,24,3,0,4,21
,,2012/09/04,28,2,0,2,26
,,2012/09/05,27,4,0,6,23
,,2012/09/06,34,5,0,7,29
,,2012/09/07,31,4,0,7,27
,,2012/09/08,28,5,0,7,23
,,2012/09/09,16,3,0,6,13
,,2012/09/10,40,6,0,6,34
,,2012/09/11,24,3,1,3,21
,,2012/09/12,33,4,2,6,29
,,2012/09/13,24,0,0,0,24
,,2012/09/14,26,4,0,5,22
,,2012/09/15,25,5,0,6,20
,,2012/09/16,16,1,0,1,15
,,2012/09/17,21,1,3,4,20
,,2012/09/18,35,3,1,3,32
,,2012/09/19,32,2,0,2,30
,,2012/09/20,37,2,0,3,35
,,2012/09/21,28,0,0,0,28
,,2012/09/22,30,0,0,0,30
,,2012/09/23,14,1,0,2,13
,,2012/09/24,23,0,0,0,23
,,2012/09/25,32,2,1,2,30
,,2012/09/26,23,3,1,2,20
,,2012/09/27,34,3,0,7,31
,,2012/09/28,43,7,0,7,36
,,2012/09/29,20,2,0,2,18
,,2012/09/30,22,2,0,8,20
,,2012/10/01,40,3,0,3,37
,,2012/10/02,25,0,0,0,25
,,2012/10/03,34,6,1,5,28
,,2012/10/04,42,7,0,7,35
,,2012/10/05,46,4,0,8,42
,,2012/10/06,42,7,1,6,35
,,2012/10/07,20,2,0,4,18
,,2012/10/08,31,4,1,3,27
,,2012/10/09,42,3,0,3,39
,,2012/10/10,40,4,1,4,36
,,2012/10/11,24,0,0,0,24
,,2012/10/12,36,6,1,8,30
,,2012/10/13,36,3,0,3,33
,,2012/10/14,18,2,1,3,16
,,2012/10/15,42,4,0,4,38
,,2012/10/16,23,1,0,4,22
,,2012/10/17,31,2,0,4,29
,,2012/10/18,32,2,1,2,30
,,2012/10/19,43,5,0,6,38
,,2012/10/20,26,4,1,5,22
,,2012/10/21,25,1,0,1,24
,,2012/10/22,25,2,0,2,23
,,2012/10/23,28,1,0,1,27
,,2012/10/24,30,1,0,1,29
,,2012/10/25,29,5,1,7,24
,,2012/10/26,35,2,0,3,33
,,2012/10/27,24,2,0,3,22
,,2012/10/28,20,2,0,6,18
,,2012/10/29,34,4,0,4,30
,,2012/10/30,29,3,0,4,26
,,2012/10/31,39,3,1,2,36
,,2012/11/01,20,2,0,8,18
,,2012/11/02,40,0,0,0,40
,,2012/11/03,33,1,0,2,32
,,2012/11/04,19,1,0,1,18
,,2012/11/05,26,2,0,4,24
,,2012/11/06,26,2,0,2,24
,,2012/11/07,48,4,0,4,44
,,2012/11/08,25,3,0,3,22
,,2012/11/09,37,4,1,3,33
,,2012/11/10,20,0,0,0,20
,,2012/11/11,23,2,1,1,21
,,2012/11/12,35,5,0,8,30
,,2012/11/13,23,1,0,1,22
,,2012/11/14,28,1,0,1,27
,,2012/11/15,25,2,1,1,23
,,2012/11/16,26,0,0,0,26
,,2012/11/17,21,0,0,0,21
,,2012/11/18,27,0,0,0,27
,,2012/11/19,25,3,0,4,22
,,2012/11/20,26,2,2,1,24
,,2012/11/21,23,0,0,0,23
,,2012/11/22,31,2,0,5,29
,,2012/11/23,26,3,0,4,23
,,2012/11/24,35,4,1,6,31
,,2012/11/25,21,3,0,3,18
,,2012/11/26,21,2,0,2,19
,,2012/11/27,37,4,1,3,33
,,2012/11/28,30,6,1,7,24
